rCut Vs Percentages	Au38_Au38_original_Au38_twist_[1,1,1]_axis_20_degrees_oneFace_rCut_2.884_4.0786-0.0005_CNA_tolerance_0
2.973	63.1578947368
2.9735	63.1578947368
2.974	63.1578947368
2.9745	63.1578947368
2.975	63.1578947368
2.9755	63.1578947368
2.976	63.1578947368
2.9765	63.1578947368
2.977	63.1578947368
2.9775	63.1578947368
2.978	63.1578947368
2.9785	63.1578947368
2.979	63.1578947368
2.9795	63.1578947368
2.98	63.1578947368
2.9805	63.1578947368
2.981	63.1578947368
2.9815	63.1578947368
2.982	63.1578947368
2.9825	63.1578947368
2.983	63.1578947368
2.9835	63.1578947368
2.984	63.1578947368
2.9845	63.1578947368
2.985	63.1578947368
2.9855	63.1578947368
2.986	63.1578947368
2.9865	63.1578947368
2.987	63.1578947368
2.9875	63.1578947368
2.988	63.1578947368
2.9885	63.1578947368
2.989	63.1578947368
2.9895	63.1578947368
2.99	63.1578947368
2.9905	63.1578947368
2.991	63.1578947368
2.9915	63.1578947368
2.992	63.1578947368
2.9925	63.1578947368
2.993	63.1578947368
2.9935	63.1578947368
2.994	63.1578947368
2.9945	63.1578947368
2.995	63.1578947368
2.9955	63.1578947368
2.996	63.1578947368
2.9965	63.1578947368
2.997	63.1578947368
2.9975	63.1578947368
2.998	63.1578947368
2.9985	63.1578947368
2.999	63.1578947368
2.9995	63.1578947368
3.0	63.1578947368
3.0005	63.1578947368
3.001	63.1578947368
3.0015	63.1578947368
3.002	63.1578947368
3.0025	63.1578947368
3.003	63.1578947368
3.0035	63.1578947368
3.004	63.1578947368
3.0045	63.1578947368
3.005	63.1578947368
3.0055	63.1578947368
3.006	63.1578947368
3.0065	63.1578947368
3.007	63.1578947368
3.0075	63.1578947368
3.008	63.1578947368
3.0085	63.1578947368
3.009	63.1578947368
3.0095	63.1578947368
3.01	63.1578947368
3.0105	63.1578947368
3.011	63.1578947368
3.0115	63.1578947368
3.012	63.1578947368
3.0125	63.1578947368
3.013	63.1578947368
3.0135	63.1578947368
3.014	63.1578947368
3.0145	63.1578947368
3.015	63.1578947368
3.0155	63.1578947368
3.016	63.1578947368
3.0165	63.1578947368
3.017	63.1578947368
3.0175	63.1578947368
3.018	63.1578947368
3.0185	63.1578947368
3.019	63.1578947368
3.0195	63.1578947368
3.02	63.1578947368
3.0205	63.1578947368
3.021	63.1578947368
3.0215	63.1578947368
3.022	63.1578947368
3.0225	63.1578947368
3.023	63.1578947368
3.0235	63.1578947368
3.024	63.1578947368
3.0245	63.1578947368
3.025	63.1578947368
3.0255	63.1578947368
3.026	63.1578947368
3.0265	63.1578947368
3.027	63.1578947368
3.0275	63.1578947368
3.028	63.1578947368
3.0285	63.1578947368
3.029	63.1578947368
3.0295	63.1578947368
3.03	63.1578947368
3.0305	63.1578947368
3.031	63.1578947368
3.0315	63.1578947368
3.032	63.1578947368
3.0325	63.1578947368
3.033	63.1578947368
3.0335	63.1578947368
3.034	63.1578947368
3.0345	63.1578947368
3.035	63.1578947368
3.0355	63.1578947368
3.036	63.1578947368
3.0365	63.1578947368
3.037	63.1578947368
3.0375	63.1578947368
3.038	63.1578947368
3.0385	63.1578947368
3.039	63.1578947368
3.0395	63.1578947368
3.04	63.1578947368
3.0405	63.1578947368
3.041	63.1578947368
3.0415	63.1578947368
3.042	63.1578947368
3.0425	63.1578947368
3.043	63.1578947368
3.0435	63.1578947368
3.044	63.1578947368
3.0445	63.1578947368
3.045	63.1578947368
3.0455	63.1578947368
3.046	63.1578947368
3.0465	63.1578947368
3.047	63.1578947368
3.0475	63.1578947368
3.048	63.1578947368
3.0485	63.1578947368
3.049	63.1578947368
3.0495	63.1578947368
3.05	63.1578947368
3.0505	63.1578947368
3.051	63.1578947368
3.0515	63.1578947368
3.052	63.1578947368
3.0525	63.1578947368
3.053	63.1578947368
3.0535	63.1578947368
3.054	63.1578947368
3.0545	63.1578947368
3.055	63.1578947368
3.0555	63.1578947368
3.056	63.1578947368
3.0565	63.1578947368
3.057	63.1578947368
3.0575	63.1578947368
3.058	63.1578947368
3.0585	63.1578947368
3.059	63.1578947368
3.0595	63.1578947368
3.06	63.1578947368
3.0605	63.1578947368
3.061	63.1578947368
3.0615	63.1578947368
3.062	63.1578947368
3.0625	63.1578947368
3.063	63.1578947368
3.0635	63.1578947368
3.064	63.1578947368
3.0645	63.1578947368
3.065	63.1578947368
3.0655	63.1578947368
3.066	63.1578947368
3.0665	63.1578947368
3.067	63.1578947368
3.0675	63.1578947368
3.068	63.1578947368
3.0685	63.1578947368
3.069	63.1578947368
3.0695	63.1578947368
3.07	63.1578947368
3.0705	63.1578947368
3.071	63.1578947368
3.0715	63.1578947368
3.072	63.1578947368
3.0725	63.1578947368
3.073	63.1578947368
3.0735	63.1578947368
3.074	63.1578947368
3.0745	63.1578947368
3.075	63.1578947368
3.0755	63.1578947368
3.076	63.1578947368
3.0765	63.1578947368
3.077	63.1578947368
3.0775	63.1578947368
3.078	63.1578947368
3.0785	63.1578947368
3.079	63.1578947368
3.0795	63.1578947368
3.08	63.1578947368
3.0805	63.1578947368
3.081	63.1578947368
3.0815	63.1578947368
3.082	63.1578947368
3.0825	63.1578947368
3.083	63.1578947368
3.0835	63.1578947368
3.084	63.1578947368
3.0845	63.1578947368
3.085	63.1578947368
3.0855	63.1578947368
3.086	63.1578947368
3.0865	63.1578947368
3.087	63.1578947368
3.0875	63.1578947368
3.088	63.1578947368
3.0885	63.1578947368
3.089	63.1578947368
3.0895	63.1578947368
3.09	63.1578947368
3.0905	63.1578947368
3.091	63.1578947368
3.0915	63.1578947368
3.092	63.1578947368
3.0925	63.1578947368
3.093	63.1578947368
3.0935	63.1578947368
3.094	63.1578947368
3.0945	63.1578947368
3.095	63.1578947368
3.0955	63.1578947368
3.096	63.1578947368
3.0965	63.1578947368
3.097	63.1578947368
3.0975	63.1578947368
3.098	63.1578947368
3.0985	63.1578947368
3.099	63.1578947368
3.0995	63.1578947368
3.1	63.1578947368
3.1005	63.1578947368
3.101	63.1578947368
3.1015	63.1578947368
3.102	63.1578947368
3.1025	63.1578947368
3.103	63.1578947368
3.1035	63.1578947368
3.104	63.1578947368
3.1045	63.1578947368
3.105	63.1578947368
3.1055	63.1578947368
3.106	63.1578947368
3.1065	63.1578947368
3.107	63.1578947368
3.1075	63.1578947368
3.108	63.1578947368
3.1085	63.1578947368
3.109	63.1578947368
3.1095	63.1578947368
3.11	63.1578947368
3.1105	63.1578947368
3.111	63.1578947368
3.1115	63.1578947368
3.112	63.1578947368
3.1125	63.1578947368
3.113	63.1578947368
3.1135	63.1578947368
3.114	63.1578947368
3.1145	63.1578947368
3.115	63.1578947368
3.1155	63.1578947368
3.116	63.1578947368
3.1165	63.1578947368
3.117	63.1578947368
3.1175	63.1578947368
3.118	63.1578947368
3.1185	63.1578947368
3.119	63.1578947368
3.1195	63.1578947368
3.12	63.1578947368
3.1205	63.1578947368
3.121	63.1578947368
3.1215	63.1578947368
3.122	63.1578947368
3.1225	63.1578947368
3.123	63.1578947368
3.1235	63.1578947368
3.124	63.1578947368
3.1245	63.1578947368
3.125	63.1578947368
3.1255	63.1578947368
3.126	63.1578947368
3.1265	63.1578947368
3.127	63.1578947368
3.1275	63.1578947368
3.128	63.1578947368
3.1285	63.1578947368
3.129	63.1578947368
3.1295	63.1578947368
3.13	63.1578947368
3.1305	63.1578947368
3.131	63.1578947368
3.1315	63.1578947368
3.132	63.1578947368
3.1325	63.1578947368
3.133	63.1578947368
3.1335	63.1578947368
3.134	63.1578947368
3.1345	63.1578947368
3.135	63.1578947368
3.1355	63.1578947368
3.136	63.1578947368
3.1365	63.1578947368
3.137	63.1578947368
3.1375	63.1578947368
3.138	63.1578947368
3.1385	63.1578947368
3.139	63.1578947368
3.1395	63.1578947368
3.14	63.1578947368
3.1405	63.1578947368
3.141	63.1578947368
3.1415	63.1578947368
3.142	63.1578947368
3.1425	63.1578947368
3.143	63.1578947368
3.1435	63.1578947368
3.144	63.1578947368
3.1445	63.1578947368
3.145	63.1578947368
3.1455	63.1578947368
3.146	63.1578947368
3.1465	63.1578947368
3.147	63.1578947368
3.1475	63.1578947368
3.148	63.1578947368
3.1485	63.1578947368
3.149	63.1578947368
3.1495	63.1578947368
3.15	63.1578947368
3.1505	63.1578947368
3.151	63.1578947368
3.1515	63.1578947368
3.152	63.1578947368
3.1525	63.1578947368
3.153	63.1578947368
3.1535	63.1578947368
3.154	63.1578947368
3.1545	63.1578947368
3.155	63.1578947368
3.1555	63.1578947368
3.156	63.1578947368
3.1565	63.1578947368
3.157	63.1578947368
3.1575	63.1578947368
3.158	63.1578947368
3.1585	63.1578947368
3.159	63.1578947368
3.1595	63.1578947368
3.16	63.1578947368
3.1605	63.1578947368
3.161	63.1578947368
3.1615	63.1578947368
3.162	63.1578947368
3.1625	63.1578947368
3.163	63.1578947368
3.1635	63.1578947368
3.164	63.1578947368
3.1645	63.1578947368
3.165	63.1578947368
3.1655	63.1578947368
3.166	63.1578947368
3.1665	63.1578947368
3.167	63.1578947368
3.1675	63.1578947368
3.168	63.1578947368
3.1685	63.1578947368
3.169	63.1578947368
3.1695	63.1578947368
3.17	63.1578947368
3.1705	63.1578947368
3.171	63.1578947368
3.1715	63.1578947368
3.172	63.1578947368
3.1725	63.1578947368
3.173	63.1578947368
3.1735	63.1578947368
3.174	63.1578947368
3.1745	63.1578947368
3.175	63.1578947368
3.1755	63.1578947368
3.176	63.1578947368
3.1765	63.1578947368
3.177	63.1578947368
3.1775	63.1578947368
3.178	63.1578947368
3.1785	63.1578947368
3.179	63.1578947368
3.1795	63.1578947368
3.18	63.1578947368
3.1805	63.1578947368
3.181	63.1578947368
3.1815	63.1578947368
3.182	63.1578947368
3.1825	63.1578947368
3.183	63.1578947368
3.1835	63.1578947368
3.184	63.1578947368
3.1845	63.1578947368
3.185	63.1578947368
3.1855	63.1578947368
3.186	63.1578947368
3.1865	63.1578947368
3.187	63.1578947368
3.1875	63.1578947368
3.188	63.1578947368
3.1885	63.1578947368
3.189	63.1578947368
3.1895	63.1578947368
3.19	63.1578947368
3.1905	63.1578947368
3.191	63.1578947368
3.1915	63.1578947368
3.192	63.1578947368
3.1925	63.1578947368
3.193	63.1578947368
3.1935	63.1578947368
3.194	63.1578947368
3.1945	63.1578947368
3.195	63.1578947368
3.1955	63.1578947368
3.196	63.1578947368
3.1965	63.1578947368
3.197	63.1578947368
3.1975	63.1578947368
3.198	63.1578947368
3.1985	63.1578947368
3.199	63.1578947368
3.1995	63.1578947368
3.2	63.1578947368
3.2005	63.1578947368
3.201	63.1578947368
3.2015	63.1578947368
3.202	63.1578947368
3.2025	63.1578947368
3.203	63.1578947368
3.2035	63.1578947368
3.204	63.1578947368
3.2045	63.1578947368
3.205	63.1578947368
3.2055	63.1578947368
3.206	63.1578947368
3.2065	63.1578947368
3.207	63.1578947368
3.2075	63.1578947368
3.208	63.1578947368
3.2085	63.1578947368
3.209	63.1578947368
3.2095	63.1578947368
3.21	63.1578947368
3.2105	63.1578947368
3.211	63.1578947368
3.2115	63.1578947368
3.212	63.1578947368
3.2125	63.1578947368
3.213	63.1578947368
3.2135	63.1578947368
3.214	63.1578947368
3.2145	63.1578947368
3.215	63.1578947368
3.2155	63.1578947368
3.216	63.1578947368
3.2165	63.1578947368
3.217	63.1578947368
3.2175	63.1578947368
3.218	63.1578947368
3.2185	63.1578947368
3.219	63.1578947368
3.2195	63.1578947368
3.22	63.1578947368
3.2205	63.1578947368
3.221	63.1578947368
3.2215	63.1578947368
3.222	63.1578947368
3.2225	63.1578947368
3.223	63.1578947368
3.2235	63.1578947368
3.224	63.1578947368
3.2245	63.1578947368
3.225	63.1578947368
3.2255	63.1578947368
3.226	63.1578947368
3.2265	63.1578947368
3.227	63.1578947368
3.2275	63.1578947368
3.228	63.1578947368
3.2285	63.1578947368
3.229	63.1578947368
3.2295	63.1578947368
3.23	63.1578947368
3.2305	63.1578947368
3.231	63.1578947368
3.2315	63.1578947368
3.232	63.1578947368
3.2325	63.1578947368
3.233	63.1578947368
3.2335	63.1578947368
3.234	63.1578947368
3.2345	63.1578947368
3.235	63.1578947368
3.2355	63.1578947368
3.236	74.0740740741
3.2365	74.0740740741
3.237	74.0740740741
3.2375	74.0740740741
3.238	74.0740740741
3.2385	74.0740740741
3.239	74.0740740741
3.2395	74.0740740741
3.24	74.0740740741
3.2405	74.0740740741
3.241	74.0740740741
3.2415	74.0740740741
3.242	74.0740740741
3.2425	74.0740740741
3.243	74.0740740741
3.2435	74.0740740741
3.244	74.0740740741
3.2445	74.0740740741
3.245	74.0740740741
3.2455	74.0740740741
3.246	74.0740740741
3.2465	74.0740740741
3.247	74.0740740741
3.2475	74.0740740741
3.248	74.0740740741
3.2485	74.0740740741
3.249	74.0740740741
3.2495	74.0740740741
3.25	74.0740740741
3.2505	74.0740740741
3.251	74.0740740741
3.2515	74.0740740741
3.252	74.0740740741
3.2525	74.0740740741
3.253	74.0740740741
3.2535	74.0740740741
3.254	74.0740740741
3.2545	74.0740740741
3.255	74.0740740741
3.2555	74.0740740741
3.256	74.0740740741
3.2565	74.0740740741
3.257	74.0740740741
3.2575	74.0740740741
3.258	74.0740740741
3.2585	74.0740740741
3.259	74.0740740741
3.2595	74.0740740741
3.26	74.0740740741
3.2605	74.0740740741
3.261	74.0740740741
3.2615	74.0740740741
3.262	74.0740740741
3.2625	74.0740740741
3.263	74.0740740741
3.2635	74.0740740741
3.264	74.0740740741
3.2645	74.0740740741
3.265	74.0740740741
3.2655	74.0740740741
3.266	74.0740740741
3.2665	74.0740740741
3.267	74.0740740741
3.2675	74.0740740741
3.268	74.0740740741
3.2685	74.0740740741
3.269	74.0740740741
3.2695	74.0740740741
3.27	74.0740740741
3.2705	74.0740740741
3.271	74.0740740741
3.2715	74.0740740741
3.272	74.0740740741
3.2725	74.0740740741
3.273	74.0740740741
3.2735	74.0740740741
3.274	74.0740740741
3.2745	74.0740740741
3.275	74.0740740741
3.2755	74.0740740741
3.276	74.0740740741
3.2765	74.0740740741
3.277	74.0740740741
3.2775	74.0740740741
3.278	74.0740740741
3.2785	74.0740740741
3.279	74.0740740741
3.2795	74.0740740741
3.28	74.0740740741
3.2805	74.0740740741
3.281	74.0740740741
3.2815	74.0740740741
3.282	74.0740740741
3.2825	74.0740740741
3.283	74.0740740741
3.2835	74.0740740741
3.284	74.0740740741
3.2845	74.0740740741
3.285	74.0740740741
3.2855	74.0740740741
3.286	74.0740740741
3.2865	74.0740740741
3.287	74.0740740741
3.2875	74.0740740741
3.288	74.0740740741
3.2885	74.0740740741
3.289	74.0740740741
3.2895	74.0740740741
3.29	74.0740740741
3.2905	74.0740740741
3.291	74.0740740741
3.2915	74.0740740741
3.292	74.0740740741
3.2925	74.0740740741
3.293	74.0740740741
3.2935	74.0740740741
3.294	74.0740740741
3.2945	74.0740740741
3.295	74.0740740741
3.2955	74.0740740741
3.296	74.0740740741
3.2965	74.0740740741
3.297	74.0740740741
3.2975	74.0740740741
3.298	74.0740740741
3.2985	74.0740740741
3.299	74.0740740741
3.2995	74.0740740741
3.3	74.0740740741
3.3005	74.0740740741
3.301	74.0740740741
3.3015	74.0740740741
3.302	74.0740740741
3.3025	74.0740740741
3.303	74.0740740741
3.3035	74.0740740741
3.304	74.0740740741
3.3045	74.0740740741
3.305	74.0740740741
3.3055	74.0740740741
3.306	74.0740740741
3.3065	74.0740740741
3.307	74.0740740741
3.3075	74.0740740741
3.308	74.0740740741
3.3085	74.0740740741
3.309	74.0740740741
3.3095	74.0740740741
3.31	74.0740740741
3.3105	74.0740740741
3.311	74.0740740741
3.3115	74.0740740741
3.312	74.0740740741
3.3125	74.0740740741
3.313	74.0740740741
3.3135	74.0740740741
3.314	74.0740740741
3.3145	74.0740740741
3.315	74.0740740741
3.3155	74.0740740741
3.316	74.0740740741
3.3165	74.0740740741
3.317	74.0740740741
3.3175	74.0740740741
3.318	74.0740740741
3.3185	74.0740740741
3.319	74.0740740741
3.3195	74.0740740741
3.32	74.0740740741
3.3205	74.0740740741
3.321	74.0740740741
3.3215	74.0740740741
3.322	74.0740740741
3.3225	74.0740740741
3.323	74.0740740741
3.3235	74.0740740741
3.324	74.0740740741
3.3245	74.0740740741
3.325	74.0740740741
3.3255	74.0740740741
3.326	74.0740740741
3.3265	74.0740740741
3.327	74.0740740741
3.3275	74.0740740741
3.328	74.0740740741
3.3285	72.7272727273
3.329	72.7272727273
3.3295	72.7272727273
3.33	72.7272727273
3.3305	72.7272727273
3.331	72.7272727273
3.3315	72.7272727273
3.332	72.7272727273
3.3325	72.7272727273
3.333	72.7272727273
3.3335	72.7272727273
3.334	72.7272727273
3.3345	72.7272727273
3.335	72.7272727273
3.3355	72.7272727273
3.336	72.7272727273
3.3365	72.7272727273
3.337	72.7272727273
3.3375	72.7272727273
3.338	72.7272727273
3.3385	72.7272727273
3.339	72.7272727273
3.3395	72.7272727273
3.34	72.7272727273
3.3405	72.7272727273
3.341	72.7272727273
3.3415	72.7272727273
3.342	72.7272727273
3.3425	72.7272727273
3.343	72.7272727273
3.3435	72.7272727273
3.344	72.7272727273
3.3445	72.7272727273
3.345	72.7272727273
3.3455	72.7272727273
3.346	72.7272727273
3.3465	72.7272727273
3.347	72.7272727273
3.3475	72.7272727273
3.348	72.7272727273
3.3485	72.7272727273
3.349	72.7272727273
3.3495	72.7272727273
3.35	72.7272727273
3.3505	72.7272727273
3.351	72.7272727273
3.3515	72.7272727273
3.352	72.7272727273
3.3525	72.7272727273
3.353	72.7272727273
3.3535	72.7272727273
3.354	72.7272727273
3.3545	72.7272727273
3.355	72.7272727273
3.3555	72.7272727273
3.356	72.7272727273
3.3565	72.7272727273
3.357	72.7272727273
3.3575	72.7272727273
3.358	72.7272727273
3.3585	72.7272727273
3.359	72.7272727273
3.3595	72.7272727273
3.36	72.7272727273
3.3605	72.7272727273
3.361	72.7272727273
3.3615	72.7272727273
3.362	72.7272727273
3.3625	72.7272727273
3.363	72.7272727273
3.3635	72.7272727273
3.364	72.7272727273
3.3645	72.7272727273
3.365	72.7272727273
3.3655	72.7272727273
3.366	72.7272727273
3.3665	72.7272727273
3.367	72.7272727273
3.3675	72.7272727273
3.368	72.7272727273
3.3685	72.7272727273
3.369	72.7272727273
3.3695	72.7272727273
3.37	72.7272727273
3.3705	72.7272727273
3.371	72.7272727273
3.3715	72.7272727273
3.372	72.7272727273
3.3725	72.7272727273
3.373	72.7272727273
3.3735	72.7272727273
3.374	72.7272727273
3.3745	72.7272727273
3.375	72.7272727273
3.3755	72.7272727273
3.376	72.7272727273
3.3765	72.7272727273
3.377	72.7272727273
3.3775	72.7272727273
3.378	72.7272727273
3.3785	72.7272727273
3.379	72.7272727273
3.3795	72.7272727273
3.38	72.7272727273
3.3805	72.7272727273
3.381	72.7272727273
3.3815	72.7272727273
3.382	72.7272727273
3.3825	72.7272727273
3.383	72.7272727273
3.3835	72.7272727273
3.384	72.7272727273
3.3845	72.7272727273
3.385	72.7272727273
3.3855	72.7272727273
3.386	72.7272727273
3.3865	72.7272727273
3.387	72.7272727273
3.3875	68.4210526316
3.388	68.4210526316
3.3885	68.4210526316
3.389	68.4210526316
3.3895	68.4210526316
3.39	68.4210526316
3.3905	68.4210526316
3.391	68.4210526316
3.3915	68.4210526316
3.392	68.4210526316
3.3925	68.4210526316
3.393	68.4210526316
3.3935	68.4210526316
3.394	68.4210526316
3.3945	68.4210526316
3.395	68.4210526316
3.3955	68.4210526316
3.396	68.4210526316
3.3965	68.4210526316
3.397	68.4210526316
3.3975	68.4210526316
3.398	68.4210526316
3.3985	68.4210526316
3.399	68.4210526316
3.3995	68.4210526316
3.4	68.4210526316
3.4005	68.4210526316
3.401	68.4210526316
3.4015	68.4210526316
3.402	68.4210526316
3.4025	68.4210526316
3.403	68.4210526316
3.4035	68.4210526316
3.404	68.4210526316
3.4045	68.4210526316
3.405	68.4210526316
3.4055	68.4210526316
3.406	68.4210526316
3.4065	68.4210526316
3.407	68.4210526316
3.4075	68.4210526316
3.408	68.4210526316
3.4085	68.4210526316
3.409	68.4210526316
3.4095	68.4210526316
3.41	68.4210526316
3.4105	68.4210526316
3.411	68.4210526316
3.4115	68.4210526316
3.412	68.4210526316
3.4125	68.4210526316
3.413	68.4210526316
3.4135	68.4210526316
3.414	68.4210526316
3.4145	68.4210526316
3.415	68.4210526316
3.4155	68.4210526316
3.416	68.4210526316
3.4165	68.4210526316
3.417	68.4210526316
3.4175	68.4210526316
3.418	68.4210526316
3.4185	68.4210526316
3.419	68.4210526316
3.4195	68.4210526316
3.42	68.4210526316
3.4205	68.4210526316
3.421	68.4210526316
3.4215	68.4210526316
3.422	68.4210526316
3.4225	68.4210526316
3.423	68.4210526316
3.4235	68.4210526316
3.424	68.4210526316
3.4245	68.4210526316
3.425	68.4210526316
3.4255	68.4210526316
3.426	68.4210526316
3.4265	68.4210526316
3.427	68.4210526316
3.4275	68.4210526316
3.428	68.4210526316
3.4285	68.4210526316
3.429	68.4210526316
3.4295	68.4210526316
3.43	68.4210526316
3.4305	68.4210526316
3.431	68.4210526316
3.4315	68.4210526316
3.432	68.4210526316
3.4325	68.4210526316
3.433	68.4210526316
3.4335	68.4210526316
3.434	68.4210526316
3.4345	68.4210526316
3.435	68.4210526316
3.4355	68.4210526316
3.436	68.4210526316
3.4365	68.4210526316
3.437	68.4210526316
3.4375	68.4210526316
3.438	68.4210526316
3.4385	68.4210526316
3.439	68.4210526316
3.4395	68.4210526316
3.44	68.4210526316
3.4405	68.4210526316
3.441	68.4210526316
3.4415	68.4210526316
3.442	68.4210526316
3.4425	68.4210526316
3.443	68.4210526316
3.4435	68.4210526316
3.444	68.4210526316
3.4445	68.4210526316
3.445	68.4210526316
3.4455	68.4210526316
3.446	68.4210526316
3.4465	68.4210526316
3.447	68.4210526316
3.4475	68.4210526316
3.448	68.4210526316
3.4485	68.4210526316
3.449	68.4210526316
3.4495	68.4210526316
3.45	68.4210526316
3.4505	68.4210526316
3.451	68.4210526316
3.4515	68.4210526316
3.452	68.4210526316
3.4525	68.4210526316
3.453	68.4210526316
3.4535	68.4210526316
3.454	68.4210526316
3.4545	68.4210526316
3.455	68.4210526316
3.4555	68.4210526316
3.456	68.4210526316
3.4565	68.4210526316
3.457	68.4210526316
3.4575	68.4210526316
3.458	68.4210526316
3.4585	68.4210526316
3.459	68.4210526316
3.4595	68.4210526316
3.46	68.4210526316
3.4605	68.4210526316
3.461	68.4210526316
3.4615	68.4210526316
3.462	68.4210526316
3.4625	68.4210526316
3.463	68.4210526316
3.4635	68.4210526316
3.464	68.4210526316
3.4645	68.4210526316
3.465	68.4210526316
3.4655	68.4210526316
3.466	68.4210526316
3.4665	68.4210526316
3.467	68.4210526316
3.4675	68.4210526316
3.468	68.4210526316
3.4685	68.4210526316
3.469	68.4210526316
3.4695	68.4210526316
3.47	68.4210526316
3.4705	68.4210526316
3.471	68.4210526316
3.4715	68.4210526316
3.472	68.4210526316
3.4725	68.4210526316
3.473	68.4210526316
3.4735	68.4210526316
3.474	68.4210526316
3.4745	68.4210526316
3.475	68.4210526316
3.4755	68.4210526316
3.476	68.4210526316
3.4765	68.4210526316
3.477	68.4210526316
3.4775	68.4210526316
3.478	68.4210526316
3.4785	68.4210526316
3.479	68.4210526316
3.4795	68.4210526316
3.48	68.4210526316
3.4805	68.4210526316
3.481	68.4210526316
3.4815	68.4210526316
3.482	68.4210526316
3.4825	68.4210526316
3.483	68.4210526316
3.4835	68.4210526316
3.484	68.4210526316
3.4845	68.4210526316
3.485	68.4210526316
3.4855	68.4210526316
