rCut Vs Percentages	Au38_Au38_original_Au38_twist_[1,1,1]_axis_20_degrees_rCut_2.884_4.0786-0.0005_CNA_tolerance_0
2.9735	10.2564102564
2.974	10.2564102564
2.9745	10.2564102564
2.975	10.2564102564
2.9755	10.2564102564
2.976	10.2564102564
2.9765	10.2564102564
2.977	10.2564102564
2.9775	10.2564102564
2.978	10.2564102564
2.9785	10.2564102564
2.979	10.2564102564
2.9795	10.2564102564
2.98	10.2564102564
2.9805	10.2564102564
2.981	10.2564102564
2.9815	10.2564102564
2.982	10.2564102564
2.9825	10.2564102564
2.983	10.2564102564
2.9835	10.2564102564
2.984	10.2564102564
2.9845	10.2564102564
2.985	10.2564102564
2.9855	10.2564102564
2.986	10.2564102564
2.9865	10.2564102564
2.987	10.2564102564
2.9875	10.2564102564
2.988	10.2564102564
2.9885	10.2564102564
2.989	10.2564102564
2.9895	10.2564102564
2.99	10.2564102564
2.9905	10.2564102564
2.991	10.2564102564
2.9915	10.2564102564
2.992	10.2564102564
2.9925	10.2564102564
2.993	10.2564102564
2.9935	10.2564102564
2.994	10.2564102564
2.9945	10.2564102564
2.995	10.2564102564
2.9955	10.2564102564
2.996	10.2564102564
2.9965	10.2564102564
2.997	10.2564102564
2.9975	10.2564102564
2.998	10.2564102564
2.9985	10.2564102564
2.999	10.2564102564
2.9995	10.2564102564
3.0	10.2564102564
3.0005	10.2564102564
3.001	10.2564102564
3.0015	10.2564102564
3.002	10.2564102564
3.0025	10.2564102564
3.003	10.2564102564
3.0035	10.2564102564
3.004	10.2564102564
3.0045	10.2564102564
3.005	10.2564102564
3.0055	10.2564102564
3.006	10.2564102564
3.0065	10.2564102564
3.007	10.2564102564
3.0075	10.2564102564
3.008	10.2564102564
3.0085	10.2564102564
3.009	10.2564102564
3.0095	10.2564102564
3.01	10.2564102564
3.0105	10.2564102564
3.011	10.2564102564
3.0115	10.2564102564
3.012	10.2564102564
3.0125	10.2564102564
3.013	10.2564102564
3.0135	10.2564102564
3.014	10.2564102564
3.0145	10.2564102564
3.015	10.2564102564
3.0155	10.2564102564
3.016	10.2564102564
3.0165	10.2564102564
3.017	10.2564102564
3.0175	10.2564102564
3.018	10.2564102564
3.0185	10.2564102564
3.019	10.2564102564
3.0195	10.2564102564
3.02	10.2564102564
3.0205	10.2564102564
3.021	10.2564102564
3.0215	10.2564102564
3.022	10.2564102564
3.0225	10.2564102564
3.023	10.2564102564
3.0235	10.2564102564
3.024	10.2564102564
3.0245	10.2564102564
3.025	10.2564102564
3.0255	10.2564102564
3.026	10.2564102564
3.0265	10.2564102564
3.027	10.2564102564
3.0275	10.2564102564
3.028	10.2564102564
3.0285	10.2564102564
3.029	10.2564102564
3.0295	10.2564102564
3.03	10.2564102564
3.0305	10.2564102564
3.031	10.2564102564
3.0315	10.2564102564
3.032	10.2564102564
3.0325	10.2564102564
3.033	10.2564102564
3.0335	10.2564102564
3.034	10.2564102564
3.0345	10.2564102564
3.035	10.2564102564
3.0355	10.2564102564
3.036	10.2564102564
3.0365	10.2564102564
3.037	10.2564102564
3.0375	10.2564102564
3.038	10.2564102564
3.0385	10.2564102564
3.039	10.2564102564
3.0395	10.2564102564
3.04	10.2564102564
3.0405	10.2564102564
3.041	10.2564102564
3.0415	10.2564102564
3.042	10.2564102564
3.0425	10.2564102564
3.043	10.2564102564
3.0435	10.2564102564
3.044	10.2564102564
3.0445	10.2564102564
3.045	10.2564102564
3.0455	10.2564102564
3.046	10.2564102564
3.0465	10.2564102564
3.047	10.2564102564
3.0475	10.2564102564
3.048	10.2564102564
3.0485	10.2564102564
3.049	10.2564102564
3.0495	10.2564102564
3.05	10.2564102564
3.0505	10.2564102564
3.051	10.2564102564
3.0515	10.2564102564
3.052	10.2564102564
3.0525	10.2564102564
3.053	10.2564102564
3.0535	10.2564102564
3.054	10.2564102564
3.0545	10.2564102564
3.055	10.2564102564
3.0555	10.2564102564
3.056	10.2564102564
3.0565	10.2564102564
3.057	10.2564102564
3.0575	10.2564102564
3.058	10.2564102564
3.0585	10.2564102564
3.059	10.2564102564
3.0595	10.2564102564
3.06	10.2564102564
3.0605	10.2564102564
3.061	10.2564102564
3.0615	10.2564102564
3.062	10.2564102564
3.0625	10.2564102564
3.063	10.2564102564
3.0635	10.2564102564
3.064	10.2564102564
3.0645	10.2564102564
3.065	10.2564102564
3.0655	10.2564102564
3.066	10.2564102564
3.0665	10.2564102564
3.067	10.2564102564
3.0675	10.2564102564
3.068	10.2564102564
3.0685	10.2564102564
3.069	10.2564102564
3.0695	10.2564102564
3.07	10.2564102564
3.0705	10.2564102564
3.071	10.2564102564
3.0715	10.2564102564
3.072	10.2564102564
3.0725	10.2564102564
3.073	10.2564102564
3.0735	10.2564102564
3.074	10.2564102564
3.0745	10.2564102564
3.075	10.2564102564
3.0755	10.2564102564
3.076	10.2564102564
3.0765	10.2564102564
3.077	10.2564102564
3.0775	10.2564102564
3.078	10.2564102564
3.0785	10.2564102564
3.079	10.2564102564
3.0795	10.2564102564
3.08	10.2564102564
3.0805	10.2564102564
3.081	10.2564102564
3.0815	10.2564102564
3.082	10.2564102564
3.0825	10.2564102564
3.083	10.2564102564
3.0835	22.5352112676
3.084	22.5352112676
3.0845	22.5352112676
3.085	22.5352112676
3.0855	22.5352112676
3.086	22.5352112676
3.0865	22.5352112676
3.087	22.5352112676
3.0875	22.5352112676
3.088	22.5352112676
3.0885	22.5352112676
3.089	22.5352112676
3.0895	22.5352112676
3.09	22.5352112676
3.0905	22.5352112676
3.091	22.5352112676
3.0915	22.5352112676
3.092	22.5352112676
3.0925	22.5352112676
3.093	22.5352112676
3.0935	22.5352112676
3.094	22.5352112676
3.0945	22.5352112676
3.095	22.5352112676
3.0955	22.5352112676
3.096	22.5352112676
3.0965	22.5352112676
3.097	22.5352112676
3.0975	22.5352112676
3.098	22.5352112676
3.0985	22.5352112676
3.099	22.5352112676
3.0995	22.5352112676
3.1	22.5352112676
3.1005	22.5352112676
3.101	22.5352112676
3.1015	22.5352112676
3.102	22.5352112676
3.1025	22.5352112676
3.103	22.5352112676
3.1035	22.5352112676
3.104	22.5352112676
3.1045	22.5352112676
3.105	22.5352112676
3.1055	22.5352112676
3.106	22.5352112676
3.1065	22.5352112676
3.107	22.5352112676
3.1075	32.8358208955
3.108	32.8358208955
3.1085	32.8358208955
3.109	32.8358208955
3.1095	32.8358208955
3.11	32.8358208955
3.1105	32.8358208955
3.111	32.8358208955
3.1115	32.8358208955
3.112	32.8358208955
3.1125	32.8358208955
3.113	32.8358208955
3.1135	32.8358208955
3.114	32.8358208955
3.1145	32.8358208955
3.115	32.8358208955
3.1155	32.8358208955
3.116	32.8358208955
3.1165	32.8358208955
3.117	32.8358208955
3.1175	32.8358208955
3.118	32.8358208955
3.1185	32.8358208955
3.119	32.8358208955
3.1195	32.8358208955
3.12	32.8358208955
3.1205	32.8358208955
3.121	32.8358208955
3.1215	32.8358208955
3.122	32.8358208955
3.1225	32.8358208955
3.123	32.8358208955
3.1235	32.8358208955
3.124	32.8358208955
3.1245	32.8358208955
3.125	32.8358208955
3.1255	32.8358208955
3.126	32.8358208955
3.1265	32.8358208955
3.127	32.8358208955
3.1275	32.8358208955
3.128	32.8358208955
3.1285	32.8358208955
3.129	32.8358208955
3.1295	32.8358208955
3.13	32.8358208955
3.1305	32.8358208955
3.131	32.8358208955
3.1315	32.8358208955
3.132	32.8358208955
3.1325	32.8358208955
3.133	32.8358208955
3.1335	32.8358208955
3.134	32.8358208955
3.1345	32.8358208955
3.135	32.8358208955
3.1355	32.8358208955
3.136	32.8358208955
3.1365	32.8358208955
3.137	32.8358208955
3.1375	32.8358208955
3.138	32.8358208955
3.1385	32.8358208955
3.139	32.8358208955
3.1395	32.8358208955
3.14	32.8358208955
3.1405	32.8358208955
3.141	32.8358208955
3.1415	32.8358208955
3.142	32.8358208955
3.1425	32.8358208955
3.143	32.8358208955
3.1435	32.8358208955
3.144	32.8358208955
3.1445	32.8358208955
3.145	32.8358208955
3.1455	32.8358208955
3.146	32.8358208955
3.1465	32.8358208955
3.147	32.8358208955
3.1475	32.8358208955
3.148	32.8358208955
3.1485	32.8358208955
3.149	32.8358208955
3.1495	32.8358208955
3.15	32.8358208955
3.1505	32.8358208955
3.151	32.8358208955
3.1515	32.8358208955
3.152	32.8358208955
3.1525	32.8358208955
3.153	32.8358208955
3.1535	32.8358208955
3.154	32.8358208955
3.1545	32.8358208955
3.155	32.8358208955
3.1555	32.8358208955
3.156	32.8358208955
3.1565	32.8358208955
3.157	32.8358208955
3.1575	32.8358208955
3.158	32.8358208955
3.1585	32.8358208955
3.159	32.8358208955
3.1595	32.8358208955
3.16	32.8358208955
3.1605	32.8358208955
3.161	32.8358208955
3.1615	32.8358208955
3.162	32.8358208955
3.1625	32.8358208955
3.163	32.8358208955
3.1635	32.8358208955
3.164	32.8358208955
3.1645	32.8358208955
3.165	32.8358208955
3.1655	32.8358208955
3.166	32.8358208955
3.1665	32.8358208955
3.167	32.8358208955
3.1675	32.8358208955
3.168	32.8358208955
3.1685	32.8358208955
3.169	32.8358208955
3.1695	32.8358208955
3.17	32.8358208955
3.1705	32.8358208955
3.171	32.8358208955
3.1715	32.8358208955
3.172	32.8358208955
3.1725	32.8358208955
3.173	32.8358208955
3.1735	32.8358208955
3.174	32.8358208955
3.1745	32.8358208955
3.175	32.8358208955
3.1755	32.8358208955
3.176	32.8358208955
3.1765	32.8358208955
3.177	32.8358208955
3.1775	32.8358208955
3.178	32.8358208955
3.1785	32.8358208955
3.179	49.1803278689
3.1795	49.1803278689
3.18	49.1803278689
3.1805	49.1803278689
3.181	49.1803278689
3.1815	49.1803278689
3.182	49.1803278689
3.1825	49.1803278689
3.183	49.1803278689
3.1835	49.1803278689
3.184	49.1803278689
3.1845	49.1803278689
3.185	49.1803278689
3.1855	49.1803278689
3.186	49.1803278689
3.1865	49.1803278689
3.187	49.1803278689
3.1875	49.1803278689
3.188	49.1803278689
3.1885	49.1803278689
3.189	49.1803278689
3.1895	49.1803278689
3.19	49.1803278689
3.1905	49.1803278689
3.191	49.1803278689
3.1915	49.1803278689
3.192	49.1803278689
3.1925	49.1803278689
3.193	49.1803278689
3.1935	49.1803278689
3.194	49.1803278689
3.1945	49.1803278689
3.195	49.1803278689
3.1955	49.1803278689
3.196	49.1803278689
3.1965	49.1803278689
3.197	49.1803278689
3.1975	49.1803278689
3.198	49.1803278689
3.1985	49.1803278689
3.199	49.1803278689
3.1995	49.1803278689
3.2	49.1803278689
3.2005	49.1803278689
3.201	49.1803278689
3.2015	49.1803278689
3.202	49.1803278689
3.2025	49.1803278689
3.203	49.1803278689
3.2035	49.1803278689
3.204	49.1803278689
3.2045	49.1803278689
3.205	49.1803278689
3.2055	49.1803278689
3.206	49.1803278689
3.2065	49.1803278689
3.207	49.1803278689
3.2075	49.1803278689
3.208	49.1803278689
3.2085	49.1803278689
3.209	49.1803278689
3.2095	49.1803278689
3.21	49.1803278689
3.2105	49.1803278689
3.211	49.1803278689
3.2115	49.1803278689
3.212	49.1803278689
3.2125	49.1803278689
3.213	49.1803278689
3.2135	49.1803278689
3.214	49.1803278689
3.2145	49.1803278689
3.215	49.1803278689
3.2155	49.1803278689
3.216	49.1803278689
3.2165	49.1803278689
3.217	49.1803278689
3.2175	49.1803278689
3.218	49.1803278689
3.2185	49.1803278689
3.219	49.1803278689
3.2195	49.1803278689
3.22	49.1803278689
3.2205	49.1803278689
3.221	49.1803278689
3.2215	49.1803278689
3.222	49.1803278689
3.2225	49.1803278689
3.223	49.1803278689
3.2235	49.1803278689
3.224	49.1803278689
3.2245	49.1803278689
3.225	49.1803278689
3.2255	49.1803278689
3.226	49.1803278689
3.2265	49.1803278689
3.227	49.1803278689
3.2275	49.1803278689
3.228	49.1803278689
3.2285	49.1803278689
3.229	49.1803278689
3.2295	49.1803278689
3.23	49.1803278689
3.2305	49.1803278689
3.231	49.1803278689
3.2315	49.1803278689
3.232	49.1803278689
3.2325	49.1803278689
3.233	49.1803278689
3.2335	49.1803278689
3.234	49.1803278689
3.2345	49.1803278689
3.235	49.1803278689
3.2355	49.1803278689
3.236	49.1803278689
3.2365	49.1803278689
3.237	49.1803278689
3.2375	49.1803278689
3.238	49.1803278689
3.2385	49.1803278689
3.239	49.1803278689
3.2395	49.1803278689
3.24	49.1803278689
3.2405	49.1803278689
3.241	49.1803278689
3.2415	49.1803278689
3.242	49.1803278689
3.2425	49.1803278689
3.243	49.1803278689
3.2435	49.1803278689
3.244	49.1803278689
3.2445	49.1803278689
3.245	49.1803278689
3.2455	49.1803278689
3.246	49.1803278689
3.2465	49.1803278689
3.247	49.1803278689
3.2475	49.1803278689
3.248	49.1803278689
3.2485	49.1803278689
3.249	49.1803278689
3.2495	49.1803278689
3.25	49.1803278689
3.2505	49.1803278689
3.251	49.1803278689
3.2515	49.1803278689
3.252	49.1803278689
3.2525	49.1803278689
3.253	49.1803278689
3.2535	49.1803278689
3.254	49.1803278689
3.2545	49.1803278689
3.255	49.1803278689
3.2555	49.1803278689
3.256	49.1803278689
3.2565	49.1803278689
3.257	49.1803278689
3.2575	49.1803278689
3.258	49.1803278689
3.2585	49.1803278689
3.259	49.1803278689
3.2595	49.1803278689
3.26	49.1803278689
3.2605	49.1803278689
3.261	49.1803278689
3.2615	49.1803278689
3.262	49.1803278689
3.2625	49.1803278689
3.263	49.1803278689
3.2635	49.1803278689
3.264	49.1803278689
3.2645	49.1803278689
3.265	49.1803278689
3.2655	49.1803278689
3.266	49.1803278689
3.2665	49.1803278689
3.267	49.1803278689
3.2675	49.1803278689
3.268	49.1803278689
3.2685	49.1803278689
3.269	49.1803278689
3.2695	49.1803278689
3.27	49.1803278689
3.2705	49.1803278689
3.271	49.1803278689
3.2715	49.1803278689
3.272	49.1803278689
3.2725	49.1803278689
3.273	49.1803278689
3.2735	49.1803278689
3.274	49.1803278689
3.2745	49.1803278689
3.275	49.1803278689
3.2755	49.1803278689
3.276	49.1803278689
3.2765	49.1803278689
3.277	49.1803278689
3.2775	49.1803278689
3.278	49.1803278689
3.2785	49.1803278689
3.279	49.1803278689
3.2795	49.1803278689
3.28	49.1803278689
3.2805	49.1803278689
3.281	49.1803278689
3.2815	49.1803278689
3.282	49.1803278689
3.2825	49.1803278689
3.283	49.1803278689
3.2835	49.1803278689
3.284	49.1803278689
3.2845	49.1803278689
3.285	49.1803278689
3.2855	49.1803278689
3.286	49.1803278689
3.2865	49.1803278689
3.287	49.1803278689
3.2875	49.1803278689
3.288	49.1803278689
3.2885	49.1803278689
3.289	49.1803278689
3.2895	49.1803278689
3.29	49.1803278689
3.2905	49.1803278689
3.291	49.1803278689
3.2915	49.1803278689
3.292	49.1803278689
3.2925	49.1803278689
3.293	49.1803278689
3.2935	49.1803278689
3.294	49.1803278689
3.2945	49.1803278689
3.295	49.1803278689
3.2955	49.1803278689
3.296	49.1803278689
3.2965	49.1803278689
3.297	49.1803278689
3.2975	49.1803278689
3.298	49.1803278689
3.2985	49.1803278689
3.299	49.1803278689
3.2995	49.1803278689
3.3	49.1803278689
3.3005	49.1803278689
3.301	49.1803278689
3.3015	49.1803278689
3.302	49.1803278689
3.3025	49.1803278689
3.303	49.1803278689
3.3035	49.1803278689
3.304	49.1803278689
3.3045	49.1803278689
3.305	49.1803278689
3.3055	49.1803278689
3.306	49.1803278689
3.3065	49.1803278689
3.307	49.1803278689
3.3075	49.1803278689
3.308	49.1803278689
3.3085	49.1803278689
3.309	49.1803278689
3.3095	49.1803278689
3.31	49.1803278689
3.3105	49.1803278689
3.311	49.1803278689
3.3115	49.1803278689
3.312	49.1803278689
3.3125	49.1803278689
3.313	49.1803278689
3.3135	49.1803278689
3.314	49.1803278689
3.3145	49.1803278689
3.315	63.1578947368
3.3155	63.1578947368
3.316	63.1578947368
3.3165	63.1578947368
3.317	63.1578947368
3.3175	63.1578947368
3.318	63.1578947368
3.3185	63.1578947368
3.319	63.1578947368
3.3195	63.1578947368
3.32	63.1578947368
3.3205	63.1578947368
3.321	63.1578947368
3.3215	63.1578947368
3.322	63.1578947368
3.3225	63.1578947368
3.323	63.1578947368
3.3235	63.1578947368
3.324	63.1578947368
3.3245	63.1578947368
3.325	63.1578947368
3.3255	63.1578947368
3.326	63.1578947368
3.3265	63.1578947368
3.327	63.1578947368
3.3275	63.1578947368
3.328	63.1578947368
3.3285	63.1578947368
3.329	63.1578947368
3.3295	63.1578947368
3.33	63.1578947368
3.3305	63.1578947368
3.331	63.1578947368
3.3315	63.1578947368
3.332	63.1578947368
3.3325	63.1578947368
3.333	63.1578947368
3.3335	63.1578947368
3.334	63.1578947368
3.3345	63.1578947368
3.335	63.1578947368
3.3355	63.1578947368
3.336	63.1578947368
3.3365	63.1578947368
3.337	63.1578947368
3.3375	63.1578947368
3.338	63.1578947368
3.3385	63.1578947368
3.339	63.1578947368
3.3395	63.1578947368
3.34	63.1578947368
3.3405	63.1578947368
3.341	63.1578947368
3.3415	63.1578947368
3.342	63.1578947368
3.3425	63.1578947368
3.343	63.1578947368
3.3435	63.1578947368
3.344	63.1578947368
3.3445	63.1578947368
3.345	63.1578947368
3.3455	63.1578947368
3.346	63.1578947368
3.3465	63.1578947368
3.347	63.1578947368
3.3475	63.1578947368
3.348	63.1578947368
3.3485	63.1578947368
3.349	63.1578947368
3.3495	63.1578947368
3.35	63.1578947368
3.3505	63.1578947368
3.351	63.1578947368
3.3515	63.1578947368
3.352	63.1578947368
3.3525	63.1578947368
3.353	63.1578947368
3.3535	63.1578947368
3.354	63.1578947368
3.3545	63.1578947368
3.355	63.1578947368
3.3555	63.1578947368
3.356	63.1578947368
3.3565	63.1578947368
3.357	63.1578947368
3.3575	63.1578947368
3.358	63.1578947368
3.3585	63.1578947368
3.359	63.1578947368
3.3595	63.1578947368
3.36	82.6923076923
3.3605	82.6923076923
3.361	82.6923076923
3.3615	82.6923076923
3.362	82.6923076923
3.3625	82.6923076923
3.363	82.6923076923
3.3635	82.6923076923
3.364	82.6923076923
3.3645	82.6923076923
3.365	82.6923076923
3.3655	82.6923076923
3.366	82.6923076923
3.3665	82.6923076923
3.367	82.6923076923
3.3675	82.6923076923
3.368	82.6923076923
3.3685	82.6923076923
3.369	82.6923076923
3.3695	82.6923076923
3.37	82.6923076923
3.3705	82.6923076923
3.371	82.6923076923
3.3715	82.6923076923
3.372	82.6923076923
3.3725	82.6923076923
3.373	82.6923076923
3.3735	82.6923076923
3.374	82.6923076923
3.3745	82.6923076923
3.375	82.6923076923
3.3755	82.6923076923
3.376	82.6923076923
3.3765	82.6923076923
3.377	82.6923076923
3.3775	82.6923076923
3.378	82.6923076923
3.3785	82.6923076923
3.379	82.6923076923
3.3795	82.6923076923
3.38	82.6923076923
3.3805	82.6923076923
3.381	82.6923076923
3.3815	82.6923076923
3.382	82.6923076923
3.3825	82.6923076923
3.383	82.6923076923
3.3835	82.6923076923
3.384	82.6923076923
3.3845	82.6923076923
3.385	82.6923076923
3.3855	82.6923076923
3.386	82.6923076923
3.3865	82.6923076923
3.387	82.6923076923
3.3875	82.6923076923
3.388	82.6923076923
3.3885	82.6923076923
3.389	82.6923076923
3.3895	82.6923076923
3.39	82.6923076923
3.3905	82.6923076923
3.391	82.6923076923
3.3915	82.6923076923
3.392	82.6923076923
3.3925	82.6923076923
3.393	82.6923076923
3.3935	82.6923076923
3.394	82.6923076923
3.3945	82.6923076923
3.395	82.6923076923
3.3955	82.6923076923
3.396	82.6923076923
3.3965	82.6923076923
3.397	82.6923076923
3.3975	82.6923076923
3.398	82.6923076923
3.3985	82.6923076923
3.399	82.6923076923
3.3995	82.6923076923
3.4	82.6923076923
3.4005	82.6923076923
3.401	82.6923076923
3.4015	82.6923076923
3.402	82.6923076923
3.4025	82.6923076923
3.403	82.6923076923
3.4035	82.6923076923
3.404	82.6923076923
3.4045	82.6923076923
3.405	82.6923076923
3.4055	82.6923076923
3.406	82.6923076923
3.4065	82.6923076923
3.407	82.6923076923
3.4075	82.6923076923
3.408	82.6923076923
3.4085	82.6923076923
3.409	82.6923076923
3.4095	82.6923076923
3.41	82.6923076923
3.4105	82.6923076923
3.411	82.6923076923
3.4115	82.6923076923
3.412	82.6923076923
3.4125	82.6923076923
3.413	82.6923076923
3.4135	82.6923076923
3.414	82.6923076923
3.4145	82.6923076923
3.415	82.6923076923
3.4155	82.6923076923
3.416	82.6923076923
3.4165	82.6923076923
3.417	82.6923076923
3.4175	82.6923076923
3.418	82.6923076923
3.4185	82.6923076923
3.419	82.6923076923
3.4195	82.6923076923
3.42	82.6923076923
3.4205	82.6923076923
3.421	82.6923076923
3.4215	82.6923076923
3.422	82.6923076923
3.4225	82.6923076923
3.423	82.6923076923
3.4235	82.6923076923
3.424	82.6923076923
3.4245	82.6923076923
3.425	82.6923076923
3.4255	82.6923076923
3.426	82.6923076923
3.4265	82.6923076923
3.427	82.6923076923
3.4275	82.6923076923
3.428	82.6923076923
3.4285	82.6923076923
3.429	82.6923076923
3.4295	82.6923076923
3.43	82.6923076923
3.4305	82.6923076923
3.431	82.6923076923
3.4315	82.6923076923
3.432	82.6923076923
3.4325	82.6923076923
3.433	82.6923076923
3.4335	82.6923076923
3.434	82.6923076923
3.4345	82.6923076923
3.435	82.6923076923
3.4355	82.6923076923
3.436	82.6923076923
3.4365	82.6923076923
3.437	82.6923076923
3.4375	82.6923076923
3.438	82.6923076923
3.4385	82.6923076923
3.439	82.6923076923
3.4395	82.6923076923
3.44	82.6923076923
3.4405	82.6923076923
3.441	82.6923076923
3.4415	82.6923076923
3.442	82.6923076923
3.4425	82.6923076923
3.443	82.6923076923
3.4435	82.6923076923
3.444	82.6923076923
3.4445	82.6923076923
3.445	82.6923076923
3.4455	82.6923076923
3.446	82.6923076923
3.4465	82.6923076923
3.447	82.6923076923
3.4475	82.6923076923
3.448	82.6923076923
3.4485	82.6923076923
3.449	82.6923076923
3.4495	82.6923076923
3.45	82.6923076923
3.4505	82.6923076923
3.451	82.6923076923
3.4515	82.6923076923
3.452	82.6923076923
3.4525	82.6923076923
3.453	82.6923076923
3.4535	82.6923076923
3.454	82.6923076923
3.4545	82.6923076923
3.455	82.6923076923
3.4555	82.6923076923
3.456	82.6923076923
3.4565	82.6923076923
3.457	82.6923076923
3.4575	82.6923076923
3.458	82.6923076923
3.4585	82.6923076923
3.459	82.6923076923
3.4595	82.6923076923
3.46	82.6923076923
3.4605	82.6923076923
3.461	82.6923076923
3.4615	82.6923076923
3.462	82.6923076923
3.4625	82.6923076923
3.463	82.6923076923
3.4635	82.6923076923
3.464	82.6923076923
3.4645	82.6923076923
3.465	82.6923076923
3.4655	82.6923076923
3.466	82.6923076923
3.4665	82.6923076923
3.467	82.6923076923
3.4675	82.6923076923
3.468	82.6923076923
3.4685	82.6923076923
3.469	82.6923076923
3.4695	82.6923076923
3.47	82.6923076923
3.4705	82.6923076923
3.471	82.6923076923
3.4715	82.6923076923
3.472	82.6923076923
3.4725	82.6923076923
3.473	82.6923076923
3.4735	82.6923076923
3.474	82.6923076923
3.4745	82.6923076923
3.475	82.6923076923
3.4755	82.6923076923
3.476	82.6923076923
3.4765	82.6923076923
3.477	82.6923076923
3.4775	82.6923076923
3.478	82.6923076923
3.4785	82.6923076923
3.479	82.6923076923
3.4795	82.6923076923
3.48	82.6923076923
3.4805	82.6923076923
3.481	82.6923076923
3.4815	82.6923076923
3.482	82.6923076923
3.4825	82.6923076923
3.483	82.6923076923
3.4835	82.6923076923
3.484	82.6923076923
3.4845	82.6923076923
3.485	82.6923076923
3.4855	82.6923076923
3.486	82.6923076923
