rCut Vs Percentages	Au38_Au38_original_Au38_twist_[1,1,1]_axis_10_degrees_oneFace_rCut_2.884_4.0786-0.0005_CNA_tolerance_0
3.5815	100.0
3.582	100.0
3.5825	100.0
3.583	100.0
3.5835	100.0
3.584	100.0
3.5845	100.0
3.585	100.0
3.5855	100.0
3.586	100.0
3.5865	100.0
3.587	100.0
3.5875	100.0
3.588	100.0
3.5885	100.0
3.589	100.0
3.5895	100.0
3.59	100.0
3.5905	100.0
3.591	100.0
3.5915	100.0
3.592	100.0
3.5925	100.0
3.593	100.0
3.5935	100.0
3.594	100.0
3.5945	100.0
3.595	100.0
3.5955	100.0
3.596	100.0
3.5965	100.0
3.597	100.0
3.5975	100.0
3.598	100.0
3.5985	100.0
3.599	100.0
3.5995	100.0
3.6	100.0
3.6005	100.0
3.601	100.0
3.6015	100.0
3.602	100.0
3.6025	100.0
3.603	100.0
3.6035	100.0
3.604	100.0
3.6045	100.0
3.605	100.0
3.6055	100.0
3.606	100.0
3.6065	100.0
3.607	100.0
3.6075	100.0
3.608	100.0
3.6085	100.0
3.609	100.0
3.6095	100.0
3.61	100.0
3.6105	100.0
3.611	100.0
3.6115	100.0
3.612	100.0
3.6125	100.0
3.613	100.0
3.6135	100.0
3.614	100.0
3.6145	100.0
3.615	100.0
3.6155	100.0
3.616	100.0
3.6165	100.0
3.617	100.0
3.6175	100.0
3.618	100.0
3.6185	100.0
3.619	100.0
3.6195	100.0
3.62	100.0
3.6205	100.0
3.621	100.0
3.6215	100.0
3.622	100.0
3.6225	100.0
3.623	100.0
3.6235	100.0
3.624	100.0
3.6245	100.0
3.625	100.0
3.6255	100.0
3.626	100.0
3.6265	100.0
3.627	100.0
3.6275	100.0
3.628	100.0
3.6285	100.0
3.629	100.0
3.6295	100.0
3.63	100.0
3.6305	100.0
3.631	100.0
3.6315	100.0
3.632	100.0
3.6325	100.0
3.633	100.0
3.6335	100.0
3.634	100.0
3.6345	100.0
3.635	100.0
3.6355	100.0
3.636	100.0
3.6365	100.0
3.637	100.0
3.6375	100.0
3.638	100.0
3.6385	100.0
3.639	100.0
3.6395	100.0
3.64	100.0
3.6405	100.0
3.641	100.0
3.6415	100.0
3.642	100.0
3.6425	100.0
3.643	100.0
3.6435	100.0
3.644	100.0
3.6445	100.0
3.645	100.0
3.6455	100.0
3.646	100.0
3.6465	100.0
3.647	100.0
3.6475	100.0
3.648	100.0
3.6485	100.0
3.649	100.0
3.6495	100.0
3.65	100.0
3.6505	100.0
3.651	100.0
3.6515	100.0
3.652	100.0
3.6525	100.0
3.653	100.0
3.6535	100.0
3.654	100.0
3.6545	100.0
3.655	100.0
3.6555	100.0
3.656	100.0
3.6565	100.0
3.657	100.0
3.6575	100.0
3.658	100.0
3.6585	100.0
3.659	100.0
3.6595	100.0
3.66	100.0
3.6605	100.0
3.661	100.0
3.6615	100.0
3.662	100.0
3.6625	100.0
3.663	100.0
3.6635	100.0
3.664	100.0
3.6645	100.0
3.665	100.0
3.6655	100.0
3.666	100.0
3.6665	100.0
3.667	100.0
3.6675	100.0
3.668	100.0
3.6685	100.0
3.669	100.0
3.6695	100.0
3.67	100.0
3.6705	100.0
3.671	100.0
3.6715	100.0
3.672	100.0
3.6725	100.0
3.673	100.0
3.6735	100.0
3.674	100.0
3.6745	100.0
3.675	100.0
3.6755	100.0
3.676	100.0
3.6765	100.0
3.677	100.0
3.6775	100.0
3.678	100.0
3.6785	100.0
3.679	100.0
3.6795	100.0
3.68	100.0
3.6805	100.0
3.681	100.0
3.6815	100.0
3.682	100.0
3.6825	100.0
3.683	70.1754385965
3.6835	70.1754385965
3.684	70.1754385965
3.6845	70.1754385965
3.685	70.1754385965
3.6855	70.1754385965
3.686	70.1754385965
3.6865	70.1754385965
3.687	70.1754385965
3.6875	70.1754385965
3.688	70.1754385965
3.6885	70.1754385965
3.689	70.1754385965
3.6895	70.1754385965
3.69	70.1754385965
3.6905	70.1754385965
3.691	70.1754385965
3.6915	70.1754385965
3.692	70.1754385965
3.6925	70.1754385965
3.693	70.1754385965
3.6935	70.1754385965
3.694	70.1754385965
3.6945	70.1754385965
3.695	70.1754385965
3.6955	70.1754385965
3.696	70.1754385965
3.6965	70.1754385965
3.697	70.1754385965
3.6975	70.1754385965
3.698	70.1754385965
3.6985	70.1754385965
3.699	70.1754385965
3.6995	70.1754385965
3.7	70.1754385965
3.7005	70.1754385965
3.701	70.1754385965
3.7015	70.1754385965
3.702	70.1754385965
3.7025	70.1754385965
3.703	70.1754385965
3.7035	70.1754385965
3.704	70.1754385965
3.7045	70.1754385965
3.705	70.1754385965
3.7055	70.1754385965
3.706	70.1754385965
3.7065	70.1754385965
3.707	70.1754385965
3.7075	70.1754385965
3.708	70.1754385965
3.7085	70.1754385965
3.709	70.1754385965
3.7095	70.1754385965
3.71	70.1754385965
3.7105	70.1754385965
3.711	70.1754385965
3.7115	70.1754385965
3.712	70.1754385965
3.7125	70.1754385965
3.713	70.1754385965
3.7135	70.1754385965
3.714	70.1754385965
3.7145	70.1754385965
3.715	70.1754385965
3.7155	70.1754385965
3.716	70.1754385965
3.7165	70.1754385965
3.717	70.1754385965
3.7175	70.1754385965
3.718	70.1754385965
3.7185	70.1754385965
3.719	70.1754385965
3.7195	70.1754385965
3.72	70.1754385965
3.7205	70.1754385965
3.721	70.1754385965
3.7215	70.1754385965
3.722	70.1754385965
3.7225	70.1754385965
3.723	70.1754385965
3.7235	70.1754385965
3.724	70.1754385965
3.7245	70.1754385965
3.725	70.1754385965
3.7255	70.1754385965
3.726	70.1754385965
3.7265	70.1754385965
3.727	70.1754385965
3.7275	70.1754385965
3.728	70.1754385965
3.7285	70.1754385965
3.729	70.1754385965
3.7295	70.1754385965
3.73	70.1754385965
3.7305	70.1754385965
3.731	70.1754385965
3.7315	70.1754385965
3.732	70.1754385965
3.7325	70.1754385965
3.733	70.1754385965
3.7335	70.1754385965
3.734	70.1754385965
3.7345	70.1754385965
3.735	70.1754385965
3.7355	70.1754385965
3.736	70.1754385965
3.7365	70.1754385965
3.737	70.1754385965
3.7375	70.1754385965
3.738	70.1754385965
3.7385	70.1754385965
3.739	70.1754385965
3.7395	70.1754385965
3.74	70.1754385965
3.7405	70.1754385965
3.741	70.1754385965
3.7415	70.1754385965
3.742	70.1754385965
3.7425	70.1754385965
3.743	70.1754385965
3.7435	70.1754385965
3.744	70.1754385965
3.7445	70.1754385965
3.745	70.1754385965
3.7455	70.1754385965
3.746	70.1754385965
3.7465	70.1754385965
3.747	70.1754385965
3.7475	70.1754385965
3.748	70.1754385965
3.7485	70.1754385965
3.749	70.1754385965
3.7495	70.1754385965
3.75	70.1754385965
3.7505	70.1754385965
3.751	70.1754385965
3.7515	70.1754385965
3.752	70.1754385965
3.7525	70.1754385965
3.753	70.1754385965
3.7535	70.1754385965
3.754	70.1754385965
3.7545	70.1754385965
3.755	70.1754385965
3.7555	70.1754385965
3.756	70.1754385965
3.7565	70.1754385965
3.757	70.1754385965
3.7575	70.1754385965
3.758	70.1754385965
3.7585	70.1754385965
3.759	70.1754385965
3.7595	70.1754385965
3.76	70.1754385965
3.7605	70.1754385965
3.761	70.1754385965
3.7615	70.1754385965
3.762	70.1754385965
3.7625	70.1754385965
3.763	70.1754385965
3.7635	70.1754385965
3.764	70.1754385965
3.7645	70.1754385965
3.765	70.1754385965
3.7655	70.1754385965
3.766	70.1754385965
3.7665	70.1754385965
3.767	70.1754385965
3.7675	70.1754385965
3.768	70.1754385965
3.7685	70.1754385965
3.769	70.1754385965
3.7695	70.1754385965
3.77	70.1754385965
3.7705	70.1754385965
3.771	70.1754385965
3.7715	70.1754385965
3.772	70.1754385965
3.7725	70.1754385965
3.773	70.1754385965
3.7735	70.1754385965
3.774	70.1754385965
3.7745	70.1754385965
3.775	70.1754385965
3.7755	70.1754385965
3.776	70.1754385965
3.7765	70.1754385965
3.777	70.1754385965
3.7775	70.1754385965
3.778	70.1754385965
3.7785	70.1754385965
3.779	70.1754385965
3.7795	70.1754385965
3.78	70.1754385965
3.7805	70.1754385965
3.781	70.1754385965
3.7815	70.1754385965
3.782	70.1754385965
3.7825	70.1754385965
3.783	70.1754385965
3.7835	70.1754385965
3.784	70.1754385965
3.7845	70.1754385965
3.785	70.1754385965
3.7855	70.1754385965
3.786	70.1754385965
3.7865	70.1754385965
3.787	70.1754385965
3.7875	70.1754385965
3.788	70.1754385965
3.7885	70.1754385965
3.789	70.1754385965
3.7895	70.1754385965
3.79	70.1754385965
3.7905	70.1754385965
3.791	70.1754385965
3.7915	70.1754385965
3.792	70.1754385965
3.7925	70.1754385965
3.793	70.1754385965
3.7935	70.1754385965
3.794	70.1754385965
3.7945	70.1754385965
3.795	70.1754385965
3.7955	70.1754385965
3.796	70.1754385965
3.7965	70.1754385965
3.797	70.1754385965
3.7975	70.1754385965
3.798	70.1754385965
3.7985	70.1754385965
3.799	70.1754385965
3.7995	70.1754385965
3.8	70.1754385965
3.8005	70.1754385965
3.801	70.1754385965
3.8015	70.1754385965
3.802	70.1754385965
3.8025	70.1754385965
3.803	70.1754385965
3.8035	70.1754385965
3.804	70.1754385965
3.8045	70.1754385965
3.805	70.1754385965
3.8055	70.1754385965
3.806	70.1754385965
3.8065	70.1754385965
3.807	70.1754385965
3.8075	70.1754385965
3.808	70.1754385965
3.8085	70.1754385965
3.809	70.1754385965
3.8095	70.1754385965
3.81	70.1754385965
3.8105	70.1754385965
3.811	70.1754385965
3.8115	70.1754385965
3.812	70.1754385965
3.8125	70.1754385965
3.813	70.1754385965
3.8135	70.1754385965
3.814	70.1754385965
3.8145	70.1754385965
3.815	70.1754385965
3.8155	70.1754385965
3.816	70.1754385965
3.8165	70.1754385965
3.817	70.1754385965
3.8175	70.1754385965
3.818	70.1754385965
3.8185	70.1754385965
3.819	70.1754385965
3.8195	70.1754385965
3.82	70.1754385965
3.8205	70.1754385965
3.821	70.1754385965
3.8215	70.1754385965
3.822	70.1754385965
3.8225	70.1754385965
3.823	70.1754385965
3.8235	70.1754385965
3.824	70.1754385965
3.8245	70.1754385965
3.825	70.1754385965
3.8255	70.1754385965
3.826	70.1754385965
3.8265	70.1754385965
3.827	70.1754385965
3.8275	70.1754385965
3.828	70.1754385965
3.8285	70.1754385965
3.829	70.1754385965
3.8295	70.1754385965
3.83	70.1754385965
3.8305	70.1754385965
3.831	70.1754385965
3.8315	70.1754385965
3.832	70.1754385965
3.8325	70.1754385965
3.833	70.1754385965
3.8335	70.1754385965
3.834	70.1754385965
3.8345	70.1754385965
3.835	70.1754385965
3.8355	70.1754385965
3.836	70.1754385965
3.8365	70.1754385965
3.837	70.1754385965
3.8375	70.1754385965
3.838	70.1754385965
3.8385	70.1754385965
3.839	70.1754385965
3.8395	70.1754385965
3.84	70.1754385965
3.8405	70.1754385965
3.841	70.1754385965
3.8415	70.1754385965
3.842	70.1754385965
3.8425	70.1754385965
3.843	70.1754385965
3.8435	70.1754385965
3.844	70.1754385965
3.8445	70.1754385965
3.845	70.1754385965
3.8455	70.1754385965
3.846	70.1754385965
3.8465	70.1754385965
3.847	70.1754385965
3.8475	70.1754385965
3.848	70.1754385965
3.8485	70.1754385965
3.849	70.1754385965
3.8495	70.1754385965
3.85	70.1754385965
3.8505	70.1754385965
3.851	70.1754385965
3.8515	70.1754385965
3.852	70.1754385965
3.8525	70.1754385965
3.853	70.1754385965
3.8535	70.1754385965
3.854	70.1754385965
3.8545	70.1754385965
3.855	70.1754385965
3.8555	70.1754385965
3.856	70.1754385965
3.8565	70.1754385965
3.857	70.1754385965
3.8575	70.1754385965
3.858	70.1754385965
3.8585	70.1754385965
3.859	70.1754385965
3.8595	70.1754385965
3.86	70.1754385965
3.8605	70.1754385965
3.861	70.1754385965
3.8615	70.1754385965
3.862	70.1754385965
3.8625	70.1754385965
3.863	70.1754385965
3.8635	70.1754385965
3.864	70.1754385965
3.8645	70.1754385965
3.865	70.1754385965
3.8655	70.1754385965
3.866	70.1754385965
3.8665	70.1754385965
3.867	70.1754385965
3.8675	70.1754385965
3.868	70.1754385965
3.8685	70.1754385965
3.869	70.1754385965
3.8695	70.1754385965
3.87	70.1754385965
3.8705	46.2686567164
3.871	46.2686567164
3.8715	46.2686567164
3.872	46.2686567164
3.8725	46.2686567164
3.873	46.2686567164
3.8735	46.2686567164
3.874	46.2686567164
3.8745	46.2686567164
3.875	46.2686567164
3.8755	46.2686567164
3.876	46.2686567164
3.8765	46.2686567164
3.877	46.2686567164
3.8775	46.2686567164
3.878	46.2686567164
3.8785	46.2686567164
3.879	46.2686567164
3.8795	46.2686567164
3.88	46.2686567164
3.8805	46.2686567164
3.881	46.2686567164
3.8815	46.2686567164
3.882	46.2686567164
3.8825	46.2686567164
3.883	46.2686567164
3.8835	46.2686567164
3.884	46.2686567164
3.8845	46.2686567164
3.885	46.2686567164
3.8855	46.2686567164
3.886	46.2686567164
3.8865	46.2686567164
3.887	46.2686567164
3.8875	46.2686567164
3.888	46.2686567164
3.8885	46.2686567164
3.889	46.2686567164
3.8895	46.2686567164
3.89	46.2686567164
3.8905	46.2686567164
3.891	46.2686567164
3.8915	46.2686567164
3.892	46.2686567164
3.8925	46.2686567164
3.893	46.2686567164
3.8935	46.2686567164
3.894	46.2686567164
3.8945	46.2686567164
3.895	46.2686567164
3.8955	46.2686567164
3.896	46.2686567164
3.8965	46.2686567164
3.897	46.2686567164
3.8975	46.2686567164
3.898	46.2686567164
3.8985	46.2686567164
3.899	46.2686567164
3.8995	46.2686567164
3.9	46.2686567164
3.9005	46.2686567164
3.901	46.2686567164
3.9015	46.2686567164
3.902	46.2686567164
3.9025	46.2686567164
3.903	46.2686567164
3.9035	46.2686567164
3.904	46.2686567164
3.9045	46.2686567164
3.905	46.2686567164
3.9055	46.2686567164
3.906	46.2686567164
3.9065	46.2686567164
3.907	46.2686567164
3.9075	46.2686567164
3.908	46.2686567164
3.9085	46.2686567164
3.909	46.2686567164
3.9095	46.2686567164
3.91	46.2686567164
3.9105	46.2686567164
3.911	46.2686567164
3.9115	46.2686567164
3.912	46.2686567164
3.9125	46.2686567164
3.913	46.2686567164
3.9135	46.2686567164
3.914	46.2686567164
3.9145	46.2686567164
3.915	46.2686567164
3.9155	46.2686567164
3.916	46.2686567164
3.9165	46.2686567164
3.917	46.2686567164
3.9175	46.2686567164
3.918	46.2686567164
3.9185	46.2686567164
3.919	46.2686567164
3.9195	46.2686567164
3.92	46.2686567164
3.9205	46.2686567164
3.921	46.2686567164
3.9215	46.2686567164
3.922	46.2686567164
3.9225	46.2686567164
3.923	46.2686567164
3.9235	46.2686567164
3.924	46.2686567164
3.9245	46.2686567164
3.925	46.2686567164
3.9255	46.2686567164
3.926	46.2686567164
3.9265	46.2686567164
3.927	46.2686567164
3.9275	46.2686567164
3.928	46.2686567164
3.9285	46.2686567164
3.929	46.2686567164
3.9295	46.2686567164
3.93	46.2686567164
3.9305	46.2686567164
3.931	46.2686567164
3.9315	46.2686567164
3.932	46.2686567164
3.9325	46.2686567164
3.933	46.2686567164
3.9335	46.2686567164
3.934	46.2686567164
3.9345	46.2686567164
3.935	46.2686567164
3.9355	46.2686567164
3.936	46.2686567164
3.9365	46.2686567164
3.937	46.2686567164
3.9375	46.2686567164
3.938	46.2686567164
3.9385	46.2686567164
3.939	46.2686567164
3.9395	46.2686567164
3.94	46.2686567164
3.9405	46.2686567164
3.941	46.2686567164
3.9415	46.2686567164
3.942	46.2686567164
3.9425	46.2686567164
3.943	46.2686567164
3.9435	46.2686567164
3.944	46.2686567164
3.9445	46.2686567164
3.945	46.2686567164
3.9455	46.2686567164
3.946	46.2686567164
3.9465	46.2686567164
3.947	46.2686567164
3.9475	46.2686567164
3.948	46.2686567164
3.9485	46.2686567164
3.949	46.2686567164
3.9495	46.2686567164
3.95	46.2686567164
3.9505	46.2686567164
3.951	46.2686567164
3.9515	46.2686567164
3.952	46.2686567164
3.9525	46.2686567164
3.953	46.2686567164
3.9535	46.2686567164
3.954	46.2686567164
3.9545	46.2686567164
3.955	46.2686567164
3.9555	46.2686567164
3.956	46.2686567164
3.9565	46.2686567164
3.957	46.2686567164
3.9575	46.2686567164
3.958	46.2686567164
3.9585	46.2686567164
3.959	46.2686567164
3.9595	46.2686567164
3.96	46.2686567164
3.9605	46.2686567164
3.961	46.2686567164
3.9615	46.2686567164
3.962	46.2686567164
3.9625	46.2686567164
3.963	46.2686567164
3.9635	46.2686567164
3.964	46.2686567164
3.9645	46.2686567164
3.965	46.2686567164
3.9655	46.2686567164
3.966	46.2686567164
3.9665	46.2686567164
3.967	46.2686567164
3.9675	46.2686567164
3.968	46.2686567164
3.9685	46.2686567164
3.969	46.2686567164
3.9695	46.2686567164
3.97	46.2686567164
3.9705	46.2686567164
3.971	46.2686567164
3.9715	46.2686567164
3.972	46.2686567164
3.9725	46.2686567164
3.973	46.2686567164
3.9735	46.2686567164
3.974	46.2686567164
3.9745	46.2686567164
3.975	46.2686567164
3.9755	46.2686567164
3.976	46.2686567164
3.9765	46.2686567164
3.977	46.2686567164
3.9775	46.2686567164
3.978	46.2686567164
3.9785	46.2686567164
3.979	46.2686567164
3.9795	46.2686567164
3.98	46.2686567164
3.9805	46.2686567164
3.981	46.2686567164
3.9815	46.2686567164
3.982	46.2686567164
3.9825	46.2686567164
3.983	46.2686567164
3.9835	46.2686567164
3.984	46.2686567164
3.9845	46.2686567164
3.985	46.2686567164
3.9855	46.2686567164
3.986	46.2686567164
3.9865	46.2686567164
3.987	46.2686567164
3.9875	46.2686567164
3.988	46.2686567164
3.9885	46.2686567164
3.989	46.2686567164
3.9895	46.2686567164
3.99	46.2686567164
3.9905	46.2686567164
3.991	46.2686567164
3.9915	46.2686567164
3.992	46.2686567164
3.9925	46.2686567164
3.993	46.2686567164
3.9935	46.2686567164
3.994	46.2686567164
3.9945	46.2686567164
3.995	46.2686567164
3.9955	46.2686567164
3.996	46.2686567164
3.9965	46.2686567164
3.997	46.2686567164
3.9975	46.2686567164
3.998	46.2686567164
3.9985	46.2686567164
3.999	46.2686567164
3.9995	46.2686567164
4.0	46.2686567164
4.0005	46.2686567164
4.001	46.2686567164
4.0015	46.2686567164
4.002	46.2686567164
4.0025	46.2686567164
4.003	46.2686567164
4.0035	46.2686567164
4.004	46.2686567164
4.0045	46.2686567164
4.005	46.2686567164
4.0055	46.2686567164
4.006	46.2686567164
4.0065	46.2686567164
4.007	46.2686567164
4.0075	46.2686567164
4.008	46.2686567164
4.0085	46.2686567164
4.009	46.2686567164
4.0095	46.2686567164
4.01	46.2686567164
4.0105	46.2686567164
4.011	46.2686567164
4.0115	46.2686567164
4.012	46.2686567164
4.0125	46.2686567164
4.013	46.2686567164
4.0135	46.2686567164
4.014	46.2686567164
4.0145	46.2686567164
4.015	46.2686567164
4.0155	46.2686567164
4.016	46.2686567164
4.0165	46.2686567164
4.017	46.2686567164
4.0175	46.2686567164
4.018	46.2686567164
4.0185	46.2686567164
4.019	46.2686567164
4.0195	46.2686567164
4.02	46.2686567164
4.0205	46.2686567164
4.021	46.2686567164
4.0215	46.2686567164
4.022	46.2686567164
4.0225	46.2686567164
4.023	46.2686567164
4.0235	46.2686567164
4.024	46.2686567164
4.0245	46.2686567164
4.025	46.2686567164
4.0255	46.2686567164
4.026	46.2686567164
4.0265	46.2686567164
4.027	46.2686567164
4.0275	46.2686567164
4.028	46.2686567164
4.0285	46.2686567164
4.029	46.2686567164
4.0295	46.2686567164
4.03	46.2686567164
4.0305	46.2686567164
4.031	46.2686567164
4.0315	46.2686567164
4.032	46.2686567164
4.0325	46.2686567164
4.033	46.2686567164
4.0335	46.2686567164
4.034	46.2686567164
4.0345	46.2686567164
4.035	46.2686567164
4.0355	46.2686567164
4.036	46.2686567164
4.0365	46.2686567164
4.037	46.2686567164
4.0375	46.2686567164
4.038	46.2686567164
4.0385	46.2686567164
4.039	46.2686567164
4.0395	46.2686567164
4.04	46.2686567164
4.0405	46.2686567164
4.041	46.2686567164
4.0415	46.2686567164
4.042	46.2686567164
4.0425	46.2686567164
4.043	46.2686567164
4.0435	46.2686567164
4.044	46.2686567164
4.0445	46.2686567164
4.045	46.2686567164
4.0455	46.2686567164
4.046	46.2686567164
4.0465	46.2686567164
4.047	46.2686567164
4.0475	46.2686567164
4.048	46.2686567164
4.0485	46.2686567164
4.049	46.2686567164
4.0495	46.2686567164
4.05	46.2686567164
4.0505	46.2686567164
4.051	46.2686567164
4.0515	46.2686567164
4.052	46.2686567164
4.0525	46.2686567164
4.053	46.2686567164
4.0535	46.2686567164
4.054	46.2686567164
4.0545	46.2686567164
4.055	46.2686567164
4.0555	46.2686567164
4.056	46.2686567164
4.0565	46.2686567164
4.057	46.2686567164
4.0575	46.2686567164
4.058	46.2686567164
4.0585	46.2686567164
4.059	46.2686567164
4.0595	46.2686567164
4.06	46.2686567164
4.0605	46.2686567164
4.061	46.2686567164
4.0615	46.2686567164
4.062	46.2686567164
4.0625	46.2686567164
4.063	46.2686567164
4.0635	46.2686567164
4.064	46.2686567164
4.0645	46.2686567164
4.065	46.2686567164
4.0655	46.2686567164
4.066	46.2686567164
4.0665	46.2686567164
4.067	46.2686567164
4.0675	46.2686567164
4.068	46.2686567164
4.0685	46.2686567164
4.069	46.2686567164
4.0695	46.2686567164
4.07	46.2686567164
4.0705	46.2686567164
4.071	46.2686567164
4.0715	46.2686567164
4.072	46.2686567164
4.0725	46.2686567164
4.073	46.2686567164
4.0735	46.2686567164
4.074	46.2686567164
4.0745	46.2686567164
4.075	46.2686567164
4.0755	46.2686567164
4.076	46.2686567164
4.0765	46.2686567164
4.077	46.2686567164
4.0775	46.2686567164
4.078	46.2686567164
4.0785	46.2686567164
4.079	46.2686567164
