rCut Vs Percentages	Au38_Au38_original_Au38_twist_z_axis_30_degrees_rCut_2.884_4.0786-0.0005_CNA_tolerance_0
2.9735	5.26315789474
2.974	5.26315789474
2.9745	5.26315789474
2.975	5.26315789474
2.9755	5.26315789474
2.976	5.26315789474
2.9765	5.26315789474
2.977	5.26315789474
2.9775	5.26315789474
2.978	5.26315789474
2.9785	5.26315789474
2.979	5.26315789474
2.9795	5.26315789474
2.98	5.26315789474
2.9805	5.26315789474
2.981	5.26315789474
2.9815	5.26315789474
2.982	4.91803278689
2.9825	4.91803278689
2.983	4.91803278689
2.9835	4.91803278689
2.984	4.91803278689
2.9845	4.91803278689
2.985	4.91803278689
2.9855	4.91803278689
2.986	4.91803278689
2.9865	4.91803278689
2.987	4.91803278689
2.9875	4.91803278689
2.988	4.91803278689
2.9885	4.91803278689
2.989	4.91803278689
2.9895	4.91803278689
2.99	4.91803278689
2.9905	4.91803278689
2.991	4.91803278689
2.9915	4.91803278689
2.992	4.91803278689
2.9925	4.91803278689
2.993	4.91803278689
2.9935	4.91803278689
2.994	4.91803278689
2.9945	4.91803278689
2.995	4.91803278689
2.9955	4.91803278689
2.996	4.91803278689
2.9965	4.91803278689
2.997	4.91803278689
2.9975	4.91803278689
2.998	4.91803278689
2.9985	4.91803278689
2.999	4.91803278689
2.9995	4.91803278689
3.0	4.91803278689
3.0005	4.91803278689
3.001	4.91803278689
3.0015	4.91803278689
3.002	4.91803278689
3.0025	4.91803278689
3.003	4.91803278689
3.0035	4.91803278689
3.004	4.91803278689
3.0045	4.91803278689
3.005	4.91803278689
3.0055	4.91803278689
3.006	4.91803278689
3.0065	4.91803278689
3.007	4.91803278689
3.0075	4.91803278689
3.008	4.91803278689
3.0085	4.91803278689
3.009	4.91803278689
3.0095	4.91803278689
3.01	4.91803278689
3.0105	4.91803278689
3.011	4.91803278689
3.0115	4.91803278689
3.012	4.91803278689
3.0125	4.91803278689
3.013	4.91803278689
3.0135	4.91803278689
3.014	4.91803278689
3.0145	4.91803278689
3.015	4.91803278689
3.0155	4.91803278689
3.016	4.91803278689
3.0165	4.91803278689
3.017	4.91803278689
3.0175	4.91803278689
3.018	4.91803278689
3.0185	4.91803278689
3.019	4.91803278689
3.0195	4.91803278689
3.02	4.91803278689
3.0205	4.91803278689
3.021	4.91803278689
3.0215	4.91803278689
3.022	4.91803278689
3.0225	4.91803278689
3.023	4.91803278689
3.0235	4.91803278689
3.024	4.91803278689
3.0245	4.91803278689
3.025	4.91803278689
3.0255	4.91803278689
3.026	4.91803278689
3.0265	4.91803278689
3.027	4.91803278689
3.0275	4.91803278689
3.028	4.91803278689
3.0285	4.91803278689
3.029	4.91803278689
3.0295	4.91803278689
3.03	4.91803278689
3.0305	4.91803278689
3.031	4.91803278689
3.0315	4.91803278689
3.032	4.91803278689
3.0325	4.91803278689
3.033	4.91803278689
3.0335	4.91803278689
3.034	4.91803278689
3.0345	4.91803278689
3.035	4.91803278689
3.0355	4.91803278689
3.036	4.91803278689
3.0365	4.91803278689
3.037	4.91803278689
3.0375	4.91803278689
3.038	4.91803278689
3.0385	4.91803278689
3.039	4.91803278689
3.0395	4.91803278689
3.04	4.91803278689
3.0405	4.91803278689
3.041	4.91803278689
3.0415	4.91803278689
3.042	4.91803278689
3.0425	4.91803278689
3.043	4.91803278689
3.0435	4.91803278689
3.044	4.91803278689
3.0445	4.91803278689
3.045	4.91803278689
3.0455	4.91803278689
3.046	4.91803278689
3.0465	4.91803278689
3.047	4.91803278689
3.0475	4.91803278689
3.048	4.91803278689
3.0485	4.91803278689
3.049	4.91803278689
3.0495	4.91803278689
3.05	4.91803278689
3.0505	4.91803278689
3.051	4.91803278689
3.0515	4.91803278689
3.052	4.91803278689
3.0525	4.91803278689
3.053	4.91803278689
3.0535	4.91803278689
3.054	4.91803278689
3.0545	4.91803278689
3.055	4.91803278689
3.0555	4.91803278689
3.056	4.91803278689
3.0565	4.91803278689
3.057	4.91803278689
3.0575	4.91803278689
3.058	4.91803278689
3.0585	4.91803278689
3.059	4.91803278689
3.0595	4.91803278689
3.06	4.91803278689
3.0605	4.91803278689
3.061	4.91803278689
3.0615	4.91803278689
3.062	4.91803278689
3.0625	4.91803278689
3.063	4.91803278689
3.0635	4.91803278689
3.064	4.91803278689
3.0645	4.91803278689
3.065	4.91803278689
3.0655	4.91803278689
3.066	4.91803278689
3.0665	4.91803278689
3.067	4.91803278689
3.0675	4.91803278689
3.068	4.91803278689
3.0685	4.91803278689
3.069	4.91803278689
3.0695	4.91803278689
3.07	4.91803278689
3.0705	4.91803278689
3.071	4.91803278689
3.0715	4.91803278689
3.072	4.91803278689
3.0725	4.91803278689
3.073	4.91803278689
3.0735	4.91803278689
3.074	4.91803278689
3.0745	4.91803278689
3.075	4.91803278689
3.0755	4.91803278689
3.076	4.91803278689
3.0765	4.91803278689
3.077	4.91803278689
3.0775	4.91803278689
3.078	4.91803278689
3.0785	4.91803278689
3.079	4.91803278689
3.0795	4.91803278689
3.08	4.91803278689
3.0805	4.91803278689
3.081	4.91803278689
3.0815	4.91803278689
3.082	4.91803278689
3.0825	4.91803278689
3.083	4.91803278689
3.0835	4.91803278689
3.084	4.91803278689
3.0845	4.91803278689
3.085	4.91803278689
3.0855	4.91803278689
3.086	4.91803278689
3.0865	4.91803278689
3.087	4.91803278689
3.0875	4.91803278689
3.088	4.91803278689
3.0885	4.91803278689
3.089	4.91803278689
3.0895	4.91803278689
3.09	4.91803278689
3.0905	4.91803278689
3.091	4.91803278689
3.0915	4.91803278689
3.092	4.91803278689
3.0925	4.91803278689
3.093	4.91803278689
3.0935	4.91803278689
3.094	4.91803278689
3.0945	4.91803278689
3.095	4.91803278689
3.0955	4.91803278689
3.096	4.91803278689
3.0965	4.91803278689
3.097	4.91803278689
3.0975	4.91803278689
3.098	4.91803278689
3.0985	4.91803278689
3.099	4.91803278689
3.0995	4.91803278689
3.1	4.91803278689
3.1005	4.91803278689
3.101	4.91803278689
3.1015	4.91803278689
3.102	4.91803278689
3.1025	4.91803278689
3.103	4.91803278689
3.1035	4.91803278689
3.104	4.91803278689
3.1045	4.91803278689
3.105	4.91803278689
3.1055	4.91803278689
3.106	4.91803278689
3.1065	4.91803278689
3.107	4.91803278689
3.1075	4.91803278689
3.108	4.91803278689
3.1085	4.91803278689
3.109	4.91803278689
3.1095	4.91803278689
3.11	4.91803278689
3.1105	4.91803278689
3.111	4.91803278689
3.1115	4.91803278689
3.112	4.91803278689
3.1125	4.91803278689
3.113	4.91803278689
3.1135	4.91803278689
3.114	4.91803278689
3.1145	4.91803278689
3.115	4.91803278689
3.1155	4.91803278689
3.116	4.91803278689
3.1165	4.91803278689
3.117	4.91803278689
3.1175	4.91803278689
3.118	4.91803278689
3.1185	4.91803278689
3.119	4.91803278689
3.1195	4.91803278689
3.12	4.91803278689
3.1205	4.91803278689
3.121	4.91803278689
3.1215	4.91803278689
3.122	4.91803278689
3.1225	4.91803278689
3.123	4.91803278689
3.1235	4.91803278689
3.124	4.91803278689
3.1245	4.91803278689
3.125	4.91803278689
3.1255	4.91803278689
3.126	4.91803278689
3.1265	4.91803278689
3.127	4.91803278689
3.1275	4.91803278689
3.128	4.91803278689
3.1285	4.91803278689
3.129	4.91803278689
3.1295	4.91803278689
3.13	4.91803278689
3.1305	4.91803278689
3.131	4.91803278689
3.1315	4.91803278689
3.132	4.91803278689
3.1325	4.91803278689
3.133	4.91803278689
3.1335	4.91803278689
3.134	4.91803278689
3.1345	4.91803278689
3.135	4.91803278689
3.1355	4.91803278689
3.136	4.91803278689
3.1365	4.91803278689
3.137	4.91803278689
3.1375	4.91803278689
3.138	4.91803278689
3.1385	4.91803278689
3.139	4.91803278689
3.1395	4.91803278689
3.14	4.91803278689
3.1405	4.91803278689
3.141	4.91803278689
3.1415	4.91803278689
3.142	4.91803278689
3.1425	4.91803278689
3.143	4.91803278689
3.1435	4.91803278689
3.144	4.91803278689
3.1445	4.91803278689
3.145	4.91803278689
3.1455	4.91803278689
3.146	4.91803278689
3.1465	4.91803278689
3.147	4.91803278689
3.1475	4.91803278689
3.148	4.91803278689
3.1485	4.91803278689
3.149	4.91803278689
3.1495	4.91803278689
3.15	4.91803278689
3.1505	4.91803278689
3.151	4.91803278689
3.1515	4.91803278689
3.152	4.91803278689
3.1525	4.91803278689
3.153	4.91803278689
3.1535	4.91803278689
3.154	4.91803278689
3.1545	4.91803278689
3.155	4.91803278689
3.1555	4.91803278689
3.156	4.91803278689
3.1565	4.91803278689
3.157	4.91803278689
3.1575	4.91803278689
3.158	4.91803278689
3.1585	4.91803278689
3.159	4.91803278689
3.1595	4.91803278689
3.16	4.91803278689
3.1605	4.91803278689
3.161	4.91803278689
3.1615	4.91803278689
3.162	4.91803278689
3.1625	4.91803278689
3.163	4.91803278689
3.1635	4.91803278689
3.164	4.91803278689
3.1645	4.91803278689
3.165	4.91803278689
3.1655	4.91803278689
3.166	4.91803278689
3.1665	4.91803278689
3.167	4.91803278689
3.1675	4.91803278689
3.168	4.91803278689
3.1685	4.91803278689
3.169	4.91803278689
3.1695	4.91803278689
3.17	4.91803278689
3.1705	4.91803278689
3.171	4.91803278689
3.1715	4.91803278689
3.172	4.91803278689
3.1725	4.91803278689
3.173	4.91803278689
3.1735	4.91803278689
3.174	4.91803278689
3.1745	4.91803278689
3.175	4.91803278689
3.1755	4.91803278689
3.176	4.91803278689
3.1765	4.91803278689
3.177	4.91803278689
3.1775	4.91803278689
3.178	4.91803278689
3.1785	4.91803278689
3.179	4.91803278689
3.1795	4.91803278689
3.18	4.91803278689
3.1805	4.91803278689
3.181	4.91803278689
3.1815	4.91803278689
3.182	4.91803278689
3.1825	4.91803278689
3.183	4.91803278689
3.1835	4.91803278689
3.184	4.91803278689
3.1845	4.91803278689
3.185	4.91803278689
3.1855	4.91803278689
3.186	4.91803278689
3.1865	4.91803278689
3.187	4.91803278689
3.1875	4.91803278689
3.188	4.91803278689
3.1885	4.91803278689
3.189	4.91803278689
3.1895	4.91803278689
3.19	4.91803278689
3.1905	4.91803278689
3.191	4.91803278689
3.1915	4.91803278689
3.192	4.91803278689
3.1925	4.91803278689
3.193	4.91803278689
3.1935	4.91803278689
3.194	4.91803278689
3.1945	4.91803278689
3.195	4.91803278689
3.1955	4.91803278689
3.196	4.91803278689
3.1965	4.91803278689
3.197	4.91803278689
3.1975	4.91803278689
3.198	4.91803278689
3.1985	4.91803278689
3.199	4.91803278689
3.1995	4.91803278689
3.2	4.91803278689
3.2005	4.91803278689
3.201	4.91803278689
3.2015	4.91803278689
3.202	4.91803278689
3.2025	4.91803278689
3.203	4.91803278689
3.2035	4.91803278689
3.204	4.91803278689
3.2045	4.91803278689
3.205	4.91803278689
3.2055	4.91803278689
3.206	4.91803278689
3.2065	4.91803278689
3.207	4.91803278689
3.2075	4.91803278689
3.208	4.91803278689
3.2085	4.91803278689
3.209	4.91803278689
3.2095	4.91803278689
3.21	4.91803278689
3.2105	4.91803278689
3.211	4.91803278689
3.2115	4.91803278689
3.212	4.91803278689
3.2125	4.91803278689
3.213	4.91803278689
3.2135	4.91803278689
3.214	4.91803278689
3.2145	4.91803278689
3.215	4.91803278689
3.2155	4.91803278689
3.216	4.91803278689
3.2165	4.91803278689
3.217	4.91803278689
3.2175	4.91803278689
3.218	4.91803278689
3.2185	4.91803278689
3.219	4.91803278689
3.2195	4.91803278689
3.22	4.91803278689
3.2205	4.91803278689
3.221	4.91803278689
3.2215	4.91803278689
3.222	4.91803278689
3.2225	4.91803278689
3.223	4.91803278689
3.2235	4.91803278689
3.224	4.91803278689
3.2245	4.91803278689
3.225	4.91803278689
3.2255	4.91803278689
3.226	4.91803278689
3.2265	4.91803278689
3.227	4.91803278689
3.2275	4.91803278689
3.228	4.91803278689
3.2285	4.91803278689
3.229	4.91803278689
3.2295	4.91803278689
3.23	4.91803278689
3.2305	4.91803278689
3.231	4.91803278689
3.2315	4.91803278689
3.232	4.91803278689
3.2325	4.91803278689
3.233	4.91803278689
3.2335	4.91803278689
3.234	4.91803278689
3.2345	4.91803278689
3.235	4.91803278689
3.2355	4.91803278689
3.236	4.91803278689
3.2365	4.91803278689
3.237	4.91803278689
3.2375	4.91803278689
3.238	4.91803278689
3.2385	4.91803278689
3.239	4.91803278689
3.2395	4.91803278689
3.24	4.91803278689
3.2405	4.91803278689
3.241	4.91803278689
3.2415	4.91803278689
3.242	4.91803278689
3.2425	4.91803278689
3.243	4.91803278689
3.2435	4.91803278689
3.244	4.91803278689
3.2445	4.91803278689
3.245	4.91803278689
3.2455	4.91803278689
3.246	4.91803278689
3.2465	4.91803278689
3.247	4.91803278689
3.2475	4.91803278689
3.248	4.91803278689
3.2485	4.91803278689
3.249	4.91803278689
3.2495	4.91803278689
3.25	4.91803278689
3.2505	4.91803278689
3.251	4.91803278689
3.2515	4.91803278689
3.252	4.91803278689
3.2525	4.91803278689
3.253	4.91803278689
3.2535	4.91803278689
3.254	4.91803278689
3.2545	4.91803278689
3.255	4.91803278689
3.2555	4.91803278689
3.256	4.91803278689
3.2565	4.91803278689
3.257	4.91803278689
3.2575	4.91803278689
3.258	4.91803278689
3.2585	4.91803278689
3.259	4.91803278689
3.2595	4.91803278689
3.26	4.91803278689
3.2605	4.91803278689
3.261	4.91803278689
3.2615	4.91803278689
3.262	4.91803278689
3.2625	4.91803278689
3.263	4.91803278689
3.2635	4.91803278689
3.264	4.91803278689
3.2645	4.91803278689
3.265	4.91803278689
3.2655	4.91803278689
3.266	4.91803278689
3.2665	4.91803278689
3.267	4.91803278689
3.2675	4.91803278689
3.268	4.91803278689
3.2685	4.91803278689
3.269	4.91803278689
3.2695	4.91803278689
3.27	4.91803278689
3.2705	4.91803278689
3.271	4.91803278689
3.2715	4.91803278689
3.272	4.91803278689
3.2725	4.91803278689
3.273	4.91803278689
3.2735	4.91803278689
3.274	4.91803278689
3.2745	4.91803278689
3.275	4.91803278689
3.2755	4.91803278689
3.276	4.91803278689
3.2765	4.91803278689
3.277	4.91803278689
3.2775	4.91803278689
3.278	4.91803278689
3.2785	4.91803278689
3.279	4.91803278689
3.2795	4.91803278689
3.28	4.91803278689
3.2805	36.0
3.281	36.0
3.2815	36.0
3.282	36.0
3.2825	36.0
3.283	36.0
3.2835	36.0
3.284	36.0
3.2845	36.0
3.285	36.0
3.2855	36.0
3.286	36.0
3.2865	36.0
3.287	36.0
3.2875	36.0
3.288	36.0
3.2885	36.0
3.289	36.0
3.2895	36.0
3.29	36.0
3.2905	36.0
3.291	36.0
3.2915	36.0
3.292	36.0
3.2925	36.0
3.293	36.0
3.2935	36.0
3.294	36.0
3.2945	36.0
3.295	36.0
3.2955	36.0
3.296	36.0
3.2965	36.0
3.297	36.0
3.2975	36.0
3.298	36.0
3.2985	36.0
3.299	36.0
3.2995	36.0
3.3	36.0
3.3005	36.0
3.301	36.0
3.3015	36.0
3.302	36.0
3.3025	36.0
3.303	36.0
3.3035	36.0
3.304	36.0
3.3045	36.0
3.305	36.0
3.3055	36.0
3.306	36.0
3.3065	36.0
3.307	36.0
3.3075	36.0
3.308	36.0
3.3085	36.0
3.309	36.0
3.3095	36.0
3.31	36.0
3.3105	36.0
3.311	36.0
3.3115	36.0
3.312	36.0
3.3125	36.0
3.313	36.0
3.3135	36.0
3.314	36.0
3.3145	36.0
3.315	36.0
3.3155	36.0
3.316	36.0
3.3165	36.0
3.317	36.0
3.3175	36.0
3.318	36.0
3.3185	36.0
3.319	36.0
3.3195	36.0
3.32	36.0
3.3205	36.0
3.321	36.0
3.3215	36.0
3.322	36.0
3.3225	36.0
3.323	36.0
3.3235	36.0
3.324	36.0
3.3245	36.0
3.325	36.0
3.3255	36.0
3.326	36.0
3.3265	36.0
3.327	36.0
3.3275	36.0
3.328	36.0
3.3285	36.0
3.329	36.0
3.3295	36.0
3.33	36.0
3.3305	36.0
3.331	36.0
3.3315	36.0
3.332	36.0
3.3325	36.0
3.333	36.0
3.3335	36.0
3.334	36.0
3.3345	36.0
3.335	36.0
3.3355	36.0
3.336	36.0
3.3365	36.0
3.337	36.0
3.3375	36.0
3.338	36.0
3.3385	36.0
3.339	36.0
3.3395	36.0
3.34	36.0
3.3405	36.0
3.341	36.0
3.3415	36.0
3.342	36.0
3.3425	36.0
3.343	36.0
3.3435	36.0
3.344	36.0
3.3445	36.0
3.345	36.0
3.3455	36.0
3.346	36.0
3.3465	36.0
3.347	36.0
3.3475	36.0
3.348	36.0
3.3485	36.0
3.349	36.0
3.3495	36.0
3.35	36.0
3.3505	36.0
3.351	36.0
3.3515	36.0
3.352	36.0
3.3525	36.0
3.353	36.0
3.3535	36.0
3.354	36.0
3.3545	36.0
3.355	36.0
3.3555	36.0
3.356	36.0
3.3565	36.0
3.357	36.0
3.3575	36.0
3.358	36.0
3.3585	36.0
3.359	36.0
3.3595	36.0
3.36	36.0
3.3605	36.0
3.361	36.0
3.3615	36.0
3.362	36.0
3.3625	36.0
3.363	36.0
3.3635	36.0
3.364	36.0
3.3645	36.0
3.365	36.0
3.3655	36.0
3.366	66.6666666667
3.3665	66.6666666667
3.367	66.6666666667
3.3675	66.6666666667
3.368	66.6666666667
3.3685	66.6666666667
3.369	66.6666666667
3.3695	66.6666666667
3.37	66.6666666667
3.3705	66.6666666667
3.371	66.6666666667
3.3715	66.6666666667
3.372	66.6666666667
3.3725	66.6666666667
3.373	66.6666666667
3.3735	66.6666666667
3.374	66.6666666667
3.3745	66.6666666667
3.375	66.6666666667
3.3755	66.6666666667
3.376	66.6666666667
3.3765	66.6666666667
3.377	66.6666666667
3.3775	66.6666666667
3.378	66.6666666667
3.3785	66.6666666667
3.379	66.6666666667
3.3795	66.6666666667
3.38	66.6666666667
3.3805	66.6666666667
3.381	66.6666666667
3.3815	66.6666666667
3.382	66.6666666667
3.3825	66.6666666667
3.383	66.6666666667
3.3835	66.6666666667
3.384	66.6666666667
3.3845	66.6666666667
3.385	66.6666666667
3.3855	66.6666666667
3.386	66.6666666667
3.3865	66.6666666667
3.387	66.6666666667
3.3875	66.6666666667
3.388	66.6666666667
3.3885	66.6666666667
3.389	66.6666666667
3.3895	66.6666666667
3.39	66.6666666667
3.3905	66.6666666667
3.391	66.6666666667
3.3915	66.6666666667
3.392	66.6666666667
3.3925	66.6666666667
3.393	66.6666666667
3.3935	66.6666666667
3.394	66.6666666667
3.3945	66.6666666667
3.395	66.6666666667
3.3955	66.6666666667
3.396	66.6666666667
3.3965	66.6666666667
3.397	66.6666666667
3.3975	66.6666666667
3.398	66.6666666667
3.3985	66.6666666667
3.399	66.6666666667
3.3995	66.6666666667
3.4	66.6666666667
3.4005	66.6666666667
3.401	66.6666666667
3.4015	66.6666666667
3.402	66.6666666667
3.4025	66.6666666667
3.403	66.6666666667
3.4035	66.6666666667
3.404	66.6666666667
3.4045	66.6666666667
3.405	66.6666666667
3.4055	66.6666666667
3.406	66.6666666667
3.4065	66.6666666667
3.407	66.6666666667
3.4075	66.6666666667
3.408	66.6666666667
3.4085	66.6666666667
3.409	66.6666666667
3.4095	66.6666666667
3.41	66.6666666667
3.4105	66.6666666667
3.411	66.6666666667
3.4115	66.6666666667
3.412	66.6666666667
3.4125	66.6666666667
3.413	66.6666666667
3.4135	66.6666666667
3.414	66.6666666667
3.4145	66.6666666667
3.415	66.6666666667
3.4155	66.6666666667
3.416	66.6666666667
3.4165	66.6666666667
3.417	66.6666666667
3.4175	66.6666666667
3.418	66.6666666667
3.4185	66.6666666667
3.419	66.6666666667
3.4195	66.6666666667
3.42	66.6666666667
3.4205	66.6666666667
3.421	66.6666666667
3.4215	66.6666666667
3.422	66.6666666667
3.4225	66.6666666667
3.423	66.6666666667
3.4235	66.6666666667
3.424	66.6666666667
3.4245	66.6666666667
3.425	66.6666666667
3.4255	66.6666666667
3.426	66.6666666667
3.4265	66.6666666667
3.427	66.6666666667
3.4275	66.6666666667
3.428	66.6666666667
3.4285	66.6666666667
3.429	66.6666666667
3.4295	66.6666666667
3.43	66.6666666667
3.4305	66.6666666667
3.431	66.6666666667
3.4315	66.6666666667
3.432	66.6666666667
3.4325	66.6666666667
3.433	66.6666666667
3.4335	66.6666666667
3.434	66.6666666667
3.4345	66.6666666667
3.435	66.6666666667
3.4355	66.6666666667
3.436	66.6666666667
3.4365	66.6666666667
3.437	66.6666666667
3.4375	66.6666666667
3.438	66.6666666667
3.4385	66.6666666667
3.439	66.6666666667
3.4395	66.6666666667
3.44	66.6666666667
3.4405	66.6666666667
3.441	66.6666666667
3.4415	66.6666666667
3.442	66.6666666667
3.4425	66.6666666667
3.443	66.6666666667
3.4435	66.6666666667
3.444	66.6666666667
3.4445	66.6666666667
3.445	66.6666666667
3.4455	66.6666666667
3.446	66.6666666667
3.4465	66.6666666667
3.447	66.6666666667
3.4475	66.6666666667
3.448	66.6666666667
3.4485	66.6666666667
3.449	66.6666666667
3.4495	66.6666666667
3.45	66.6666666667
3.4505	66.6666666667
3.451	66.6666666667
3.4515	66.6666666667
3.452	66.6666666667
3.4525	66.6666666667
3.453	66.6666666667
3.4535	66.6666666667
3.454	66.6666666667
3.4545	66.6666666667
3.455	66.6666666667
3.4555	66.6666666667
3.456	66.6666666667
3.4565	66.6666666667
3.457	66.6666666667
3.4575	66.6666666667
3.458	66.6666666667
3.4585	66.6666666667
3.459	66.6666666667
3.4595	66.6666666667
3.46	66.6666666667
3.4605	66.6666666667
3.461	66.6666666667
3.4615	66.6666666667
3.462	66.6666666667
3.4625	66.6666666667
3.463	66.6666666667
3.4635	66.6666666667
3.464	66.6666666667
3.4645	66.6666666667
3.465	66.6666666667
3.4655	66.6666666667
3.466	66.6666666667
3.4665	66.6666666667
3.467	66.6666666667
3.4675	66.6666666667
3.468	66.6666666667
3.4685	66.6666666667
3.469	66.6666666667
3.4695	66.6666666667
3.47	66.6666666667
3.4705	66.6666666667
3.471	66.6666666667
3.4715	66.6666666667
3.472	66.6666666667
3.4725	66.6666666667
3.473	66.6666666667
3.4735	66.6666666667
3.474	66.6666666667
3.4745	66.6666666667
3.475	66.6666666667
3.4755	66.6666666667
3.476	66.6666666667
3.4765	66.6666666667
3.477	66.6666666667
3.4775	66.6666666667
3.478	66.6666666667
3.4785	66.6666666667
3.479	66.6666666667
3.4795	66.6666666667
3.48	66.6666666667
3.4805	66.6666666667
3.481	66.6666666667
3.4815	66.6666666667
3.482	66.6666666667
3.4825	66.6666666667
3.483	66.6666666667
3.4835	66.6666666667
3.484	66.6666666667
3.4845	66.6666666667
3.485	66.6666666667
3.4855	66.6666666667
3.486	66.6666666667
3.4865	66.6666666667
3.487	66.6666666667
3.4875	66.6666666667
3.488	66.6666666667
3.4885	66.6666666667
3.489	66.6666666667
3.4895	66.6666666667
3.49	66.6666666667
3.4905	66.6666666667
3.491	66.6666666667
3.4915	66.6666666667
3.492	66.6666666667
3.4925	66.6666666667
3.493	66.6666666667
3.4935	66.6666666667
3.494	66.6666666667
3.4945	66.6666666667
3.495	66.6666666667
3.4955	66.6666666667
3.496	66.6666666667
3.4965	66.6666666667
3.497	66.6666666667
3.4975	66.6666666667
3.498	66.6666666667
3.4985	66.6666666667
3.499	66.6666666667
3.4995	66.6666666667
3.5	66.6666666667
3.5005	66.6666666667
3.501	66.6666666667
3.5015	66.6666666667
3.502	66.6666666667
3.5025	66.6666666667
3.503	66.6666666667
3.5035	66.6666666667
3.504	66.6666666667
3.5045	66.6666666667
3.505	66.6666666667
3.5055	66.6666666667
3.506	66.6666666667
3.5065	66.6666666667
3.507	66.6666666667
3.5075	66.6666666667
3.508	66.6666666667
3.5085	66.6666666667
